record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,msp_gap,below_msp_flag
PR002942,2026-09-06,MANDI047,Hisar,Cotton,5904.44,6881.6,6393.02,6620.0,226.97999999999956,1
PR007340,2026-04-21,MANDI034,Ambala,Maize,1856.583071361557,,2067.75,,,0
PR007470,2026-01-13,MANDI015,Bathinda,Sugarcane,3071.3913439628195,3251.0,,3500.0,,0
PR008210,2026-02-25,MANDI035,Ambala,Mustard,4915.41,5429.0,5172.4,5650.0,477.60000000000036,1
PR002300,2026-09-08,MANDI031,Jalandhar,Rice,2100.1421022281097,2275.87,2188.0,2183.0,-5.0,0
PR002566,2026-06-04,MANDI011,Ludhiana,Wheat,2020.69,2435.55,2228.12,2275.0,46.88000000000011,1
PR007406,2026-09-06,MANDI050,Hisar,Wheat,2009.0,2458.9,2233.93,2275.0,41.070000000000164,1
PR002267,2026-08-26,MANDI006,Bathinda,Sugarcane,3426.0,3920.53,3673.0,3500.0,-173.0,0
PR006629,2026-05-26,MANDI004,Ambala,Rice,2175.0,2603.72,2389.39,2183.0,-206.38999999999987,0
PR000222,2026-04-28,MANDI020,,Sugarcane,3485.1248997515004,,3614.02,,,0
PR004569,2026-05-06,MANDI056,Ambala,Mustard,5574.72,6678.17,6126.44,5650.0,-476.4399999999996,0
PR001856,2026-04-16,MANDI023,Kurukshetra,Rice,2209.0,2455.47,2332.29,2183.0,-149.28999999999996,0
PR002395,2026-06-15,MANDI027,Ferozepur,Rice,2132.75,2624.1058527760183,2378.43,2183.0,-195.42999999999984,0
PR011704,2026-06-27,MANDI048,Hisar,Maize,2044.0,2248.0,2146.22,2090.0,-56.2199999999998,0
PR011512,2026-12-03,MANDI027,Fatehabad,Sugarcane,3606.74,3892.0,3749.43,3500.0,-249.42999999999984,0
PR009797,2026-05-15,MANDI015,Bathinda,Rice,2063.83,2506.75,2285.0,,,0
PR010474,2026-05-31,MANDI029,Ambala,Mustard,5691.0,6970.0,6331.0,5650.0,-681.0,0
PR009324,2026-07-12,MANDI057,Sirsa,Mustard,5894.27,6695.9,6295.08,5650.0,-645.0799999999999,0
PR002978,2026-06-10,MANDI049,,Cotton,6854.98,7678.88,,6620.0,,0
PR006604,2026-05-30,MANDI011,,Wheat,2380.83,2604.04,2492.43,2275.0,-217.42999999999984,0
PR008411,2026-05-03,MANDI056,Bareilly,Cotton,6281.82,7567.0,6924.521578944961,6620.0,-304.5215789449612,0
PR002365,2026-04-11,MANDI011,Ambala,Sugarcane,3596.0,4164.06,3880.03,3500.0,-380.0300000000002,0
PR011879,2026-10-04,MANDI052,Ludhiana,Sugarcane,3673.86,4413.0,,3500.0,,0
PR003098,2026-08-06,MANDI002,Amritsar,Sugarcane,3506.63,4012.0,3759.37,3500.0,-259.3699999999999,0
PR005584,2026-03-06,MANDI009,Kurukshetra,Wheat,2043.03,2476.11,2260.0,,,0
PR003670,2026-09-01,MANDI037,Ambala,Rice,1909.51,2151.72,2031.0,,,0
PR005469,2026-07-08,MANDI043,Ambala,Rice,1971.82,2151.0,2061.31,2183.0,121.69000000000005,1
PR003900,2026-04-20,MANDI013,Patiala,Maize,1875.24,2036.15,1955.7,,,0
PR000346,2026-07-09,MANDI048,Bathinda,Maize,1911.58,2352.13,2132.0,2090.0,-42.0,0
PR006978,2026-04-20,MANDI041,Hisar,Mustard,5466.0,6691.0,6079.0,5650.0,-429.0,0
PR008376,2026-08-25,MANDI019,,Cotton,5986.58,7250.302535301825,6618.4415523726375,6620.0,1.5584476273625114,1
PR004451,2026-02-27,MANDI008,,Sugarcane,3031.22,3209.9215529860116,3121.0,3500.0,379.0,1
PR000485,2026-02-19,MANDI020,Ferozepur,Cotton,6143.74,,,6620.0,,0
PR005366,2026-05-01,MANDI015,Bathinda,Mustard,5502.17,5986.59,5744.38,,,0
PR007697,2026-05-24,MANDI026,Hisar,Rice,2034.583965815257,2518.18,2276.38,2183.0,-93.38000000000011,0
PR000108,2026-10-02,MANDI015,Bathinda,Sugarcane,3417.39,3764.61,3591.0,3500.0,-91.0,0
PR000794,2026-12-03,MANDI019,Ambala,Wheat,2333.7676351896407,2828.16,2580.96,,,0
PR001072,2026-02-02,MANDI053,Sirsa,Rice,1859.44,2294.0,2076.6725777132847,,,0
PR005540,2026-07-27,MANDI010,Ferozepur,Sugarcane,,3852.83,3640.354721019678,3500.0,-140.35472101967798,0
PR005734,2026-09-08,MANDI048,Hisar,Wheat,2280.0,2800.25,2540.0,2275.0,-265.0,0
PR007437,2026-03-19,MANDI044,Ludhiana,Cotton,6860.0,7614.25,7237.0,6620.0,-617.0,0
PR002409,2026-01-20,MANDI004,Jalandhar,Mustard,5420.6,6058.66,5739.63,5650.0,-89.63000000000011,0
PR003014,2026-07-24,MANDI050,Kurukshetra,Sugarcane,3081.0,3349.0,3215.0,3500.0,285.0,1
PR003776,2026-06-25,MANDI038,Kurukshetra,Cotton,5800.0,,6257.37,6620.0,362.6300000000001,1
PR010265,2026-01-27,MANDI026,Fatehabad,Sugarcane,3021.0322727942107,3501.46,3261.24,3500.0,238.76000000000022,1
PR004376,2026-04-06,MANDI025,Moga,Maize,1794.05,2047.0,1920.76,2090.0,169.24,1
PR000342,2026-08-06,MANDI024,Karnal,Maize,1964.92,2331.0,2148.039865760841,,,0
PR004783,2026-05-24,MANDI024,Hisar,Cotton,6735.771666897659,7460.9,,6620.0,,0
PR003226,2026-03-09,MANDI053,Ludhiana,Wheat,2341.03,2804.08,2573.0,2275.0,-298.0,0
PR001011,2026-08-08,MANDI057,Amritsar,Mustard,4869.0,5703.6,5286.0,5650.0,364.0,1
PR005104,2026-05-14,MANDI038,Patiala,Wheat,2235.18,2638.22,2436.7,2275.0,-161.69999999999982,0
PR011687,2026-07-27,MANDI053,Jalandhar,Wheat,2368.47,2831.05,2599.76,2275.0,-324.7600000000002,0
PR002283,2026-04-02,MANDI057,Bathinda,Rice,2091.0,2476.48,2284.0,,,0
PR004226,2026-05-04,MANDI024,Patiala,Mustard,4908.92,5358.0,5133.271377671124,5650.0,516.7286223288756,1
PR000021,2026-05-20,MANDI023,Moga,Maize,2064.91,2380.22,2222.57,2090.0,-132.57000000000016,0
PR006026,2026-03-28,MANDI042,Hisar,Cotton,6268.0,,6576.57,6620.0,43.43000000000029,1
PR007950,2026-08-22,MANDI036,Ludhiana,Wheat,2035.5,2139.98,2087.74,2275.0,187.26000000000022,1
PR011186,2026-02-04,MANDI038,Amritsar,Rice,1916.55,2355.9737137156926,2136.26,2183.0,46.73999999999978,1
PR005035,2026-03-09,MANDI037,Jalandhar,Rice,2135.81,2254.2,2195.0,,,0
PR003645,2026-06-24,MANDI048,muzaffarnagar,Maize,2006.3149059148122,2242.88,2124.6,,,0
PR008929,2026-07-12,MANDI055,Jalandhar,Maize,2076.3,2488.0,2282.0,2090.0,-192.0,0
PR001154,2026-03-13,MANDI034,Bathinda,Mustard,5305.37,5670.26,5487.82,5650.0,162.1800000000003,1
PR000573,2026-02-23,MANDI031,Sirsa,Maize,1822.0,2115.1,1968.8,2090.0,121.20000000000005,1
PR002011,2026-07-16,MANDI046,Bathinda,Wheat,2214.95,,2402.0,2275.0,-127.0,0
PR003470,2026-01-28,MANDI011,Amritsar,Wheat,2030.12,2241.5,2136.0,2275.0,139.0,1
PR006909,2026-01-01,MANDI035,Ambala,Rice,1871.0,1971.84,1921.0,2183.0,262.0,1
PR009485,2026-05-05,MANDI006,Ambala,Maize,1832.2,2018.0,1925.0,2090.0,165.0,1
PR003812,2026-04-13,MANDI051,Ferozepur,Maize,1813.94,,,2090.0,,0
PR001054,2026-05-04,MANDI005,Sirsa,Rice,,2469.48,2235.0,2183.0,-52.0,0
PR006150,2026-01-27,MANDI034,Karnal,Maize,1838.0,2111.0,,,,0
PR000323,2026-01-23,MANDI049,Jalandhar,Rice,2055.37,2326.25,2191.0,2183.0,-8.0,0
PR003547,2026-04-18,MANDI045,Ambala,Wheat,1959.95,2376.22,2168.09,2275.0,106.90999999999985,1
PR002847,2026-02-04,MANDI042,,Maize,2190.0,2617.26,2403.54,2090.0,-313.53999999999996,0
PR004687,2026-07-21,MANDI020,Ferozepur,Sugarcane,3580.51,4113.61,3847.06,,,0
PR005859,2026-01-25,MANDI026,Ludhiana,Mustard,5783.29,6636.0,6209.77,5650.0,-559.7700000000004,0
PR001002,2026-07-28,MANDI046,Patiala,Maize,2179.91,2483.94,2331.93,,,0
PR001672,2026-04-22,MANDI030,Hisar,Sugarcane,,3580.69,3463.0,3500.0,37.0,1
PR001932,2026-02-01,MANDI057,,Sugarcane,3583.58,4273.3,3928.44,3500.0,-428.44000000000005,0
PR009452,2026-08-27,MANDI054,Hisar,Sugarcane,3625.2,4000.99,3813.0,,,0
PR009720,2026-05-20,MANDI045,Ferozepur,Maize,2016.17,2291.24,2153.7,2090.0,-63.69999999999982,0
PR009525,2026-09-03,MANDI007,Moga,Cotton,6324.636468868953,7335.7,6830.0,6620.0,-210.0,0
PR011256,2026-01-25,MANDI011,Ludhiana,Wheat,2258.2461850557547,2633.62,2446.0,2275.0,-171.0,0
PR008892,2026-03-31,MANDI055,Kurukshetra,Wheat,2368.0,2769.0,2568.0,,,0
PR005344,2026-03-26,MANDI017,,Cotton,6064.0,6646.4,6355.091760102543,6620.0,264.90823989745695,1
PR010834,2026-02-04,MANDI026,Jalandhar,Cotton,5687.0,6720.41,,6620.0,,0
PR008252,2026-06-27,MANDI015,Patiala,Rice,,2626.86,,2183.0,,0
PR010326,2026-08-31,MANDI026,Ludhiana,Rice,2212.0,2588.0,2399.94,,,0
PR010648,2026-07-18,MANDI033,Moga,Sugarcane,3092.8,3693.68,,3500.0,,0
PR010157,2026-01-25,MANDI031,Ferozepur,Mustard,5314.87,6325.0,5819.99,5650.0,-169.98999999999978,0
PR000230,2026-08-30,MANDI038,Kurukshetra,Rice,,2243.73,2171.1991629803197,2183.0,11.80083701968033,1
PR001455,2026-06-07,MANDI027,Amritsar,Rice,2223.47,2766.27,2495.0,2183.0,-312.0,0
PR002596,2026-08-18,MANDI035,Ambala,Mustard,5360.58,6261.28,5810.93,5650.0,-160.9300000000003,0
PR002731,2026-01-15,MANDI001,Bathinda,Sugarcane,3071.0,3726.94,3398.82,3500.0,101.17999999999984,1
PR004131,2026-01-16,MANDI033,Sirsa,Sugarcane,3373.0,3893.62,3633.43,3500.0,-133.42999999999984,0
PR006633,2026-06-16,MANDI004,Fatehabad,Rice,2147.18,2589.0,2367.89,2183.0,-184.88999999999987,0
PR004217,2026-08-23,MANDI024,Ambala,Mustard,4917.8983175264775,5755.0,5336.67,5650.0,313.3299999999999,1
PR001961,2026-06-22,,,Mustard,5420.244952940611,6744.0,6082.12,5650.0,-432.1199999999999,0
PR002891,2026-08-04,MANDI012,Karnal,Maize,1807.84,1928.0,1868.09,2090.0,221.91000000000008,1
PR003495,2026-03-26,MANDI056,Fatehabad,Maize,2075.0,2288.0,2182.0,2090.0,-92.0,0
PR011335,2026-07-23,MANDI003,Hisar,Maize,1969.95,2073.0,,2090.0,,0
PR005466,2026-04-19,MANDI001,Ferozepur,Rice,2232.19,2635.25,2434.0,2183.0,-251.0,0
PR011910,2026-04-07,MANDI014,Ludhiana,Maize,1955.0,2091.4345706939494,2023.23,2090.0,66.76999999999998,1
PR001840,2026-05-02,MANDI025,karnal,Sugarcane,3023.656677490977,3682.0,3353.0,3500.0,147.0,1
PR008276,2026-07-27,MANDI021,Jalandhar,Wheat,2324.36,2508.0,2416.09,2275.0,-141.09000000000015,0
PR005269,2026-11-06,,,Mustard,5746.0,6662.02,6204.04,5650.0,-554.04,0
PR007848,2026-08-16,MANDI036,Amritsar,Wheat,2376.72,2937.0,2657.0,2275.0,-382.0,0
PR002434,2026-06-30,MANDI030,,Rice,2104.18,2404.0,2254.0,2183.0,-71.0,0
PR003641,2026-06-27,MANDI043,Moga,Wheat,2275.7034109528386,2564.98,2420.0,2275.0,-145.0,0
PR011773,2026-05-25,MANDI024,Karnal,Maize,2139.53,2370.13,2254.83,2090.0,-164.82999999999993,0
PR002388,2026-08-09,MANDI049,,Mustard,4946.0,5251.72,5098.9,,,0
PR008418,2026-06-25,MANDI041,Hisar,Rice,1976.0,2354.98,2165.28,,,0
PR010424,2026-03-09,MANDI032,Karnal,Sugarcane,3000.73,3320.51,3161.0,3500.0,339.0,1
PR007330,2026-08-17,MANDI034,,Sugarcane,,4143.99,3855.4,,,0
PR000701,2026-02-18,MANDI001,Kurukshetra,Mustard,5540.54,6419.75,5980.0,5650.0,-330.0,0
PR001983,2026-01-18,MANDI022,Sirsa,Rice,1978.5,2137.13,2057.82,,,0
PR002814,2026-05-26,MANDI048,Moga,Rice,2015.2533389520365,2407.99,2212.0,2183.0,-29.0,0
PR002909,2026-10-01,MANDI039,Patiala,Rice,2106.44,2253.33,2179.88,2183.0,3.119999999999891,1
PR001654,2026-04-02,MANDI016,Ferozepur,Wheat,2042.6,2237.03,2140.0,,,0
PR006845,2026-05-01,MANDI037,Kurukshetra,Maize,2151.4,2635.9147051355644,2393.66,,,0
PR010137,2026-04-29,MANDI044,Ferozepur,Wheat,2347.4,2842.87,2595.14,,,0
PR001516,2026-08-15,MANDI044,Jalandhar,Mustard,5236.59,5567.522872511331,5402.06,5650.0,247.9399999999996,1
PR006139,2026-05-31,MANDI037,Ludhiana,Sugarcane,3352.91,3776.67,3564.79,3500.0,-64.78999999999996,0
PR007114,2026-08-14,MANDI018,MOGA,Mustard,4966.0,5643.98,5305.09,,,0
PR000653,2026-07-21,MANDI001,Jalandhar,Cotton,6892.050917623385,8076.0,7484.0,6620.0,-864.0,0
PR010233,2026-01-13,MANDI017,Bathinda,Maize,1944.88,2320.692653509486,2133.0,2090.0,-43.0,0
PR002483,2026-09-04,MANDI035,Patiala,Cotton,6858.0,7388.26,7123.1807915499285,6620.0,-503.1807915499285,0
PR009595,2026-05-24,MANDI013,Ferozepur,Sugarcane,3471.6644488114994,3908.4948222757616,3690.08,3500.0,-190.07999999999993,0
PR007283,2026-07-18,MANDI025,Bathinda,Maize,1877.54,2154.89,2016.0,2090.0,74.0,1
PR005472,2026-02-08,MANDI055,Hisar,Wheat,2380.0,2707.4834037446703,2543.8,2275.0,-268.8000000000002,0
PR001934,2026-08-09,MANDI057,Jalandhar,Sugarcane,3097.0,3390.0,3243.35,3500.0,256.6500000000001,1
PR010240,2026-01-04,MANDI053,Jalandhar,Mustard,5359.624278917173,6516.14,5937.88,5650.0,-287.8800000000001,0
PR011474,2026-03-01,MANDI026,Ambala,Rice,2269.8878495719623,,2521.45,2183.0,-338.4499999999998,0
PR006708,2026-07-19,MANDI050,Bathinda,Maize,1855.0,1974.45,1915.0,2090.0,175.0,1
PR001355,2026-07-01,MANDI011,Ferozepur,Mustard,5574.478933825742,6742.0,6158.0,5650.0,-508.0,0
PR010595,2026-05-24,MANDI049,Kurukshetra,Sugarcane,3165.36,3821.24,3493.3,3500.0,6.699999999999818,1
PR000067,2026-06-18,MANDI018,Bathinda,Maize,2053.02,2349.62,2201.32,2090.0,-111.32000000000016,0
PR010688,2026-03-18,MANDI005,Ambala,Sugarcane,3140.666080048671,3488.5809103517263,3315.0,,,0
PR004176,2026-01-06,MANDI048,Amritsar,Mustard,5784.19,7098.35,6441.27,5650.0,-791.2700000000004,0
PR005055,2026-02-07,MANDI028,Patiala,Mustard,4994.0,6142.0,5568.01,5650.0,81.98999999999978,1
PR008781,2026-06-30,MANDI050,Ludhiana,Mustard,4856.05,5530.88,5193.46,5650.0,456.53999999999996,1
PR010301,2026-08-30,MANDI002,Fatehabad,Mustard,5154.0,5465.0,5309.0,,,0
PR008347,2026-03-02,MANDI002,Ludhiana,Sugarcane,,3523.0,3355.95,,,0
PR011291,2026-05-22,MANDI021,Jalandhar,Rice,2108.0,2488.28,2298.08,2183.0,-115.07999999999993,0
PR000066,2026-01-27,MANDI005,Moga,Wheat,2057.66,2498.12,2278.0,2275.0,-3.0,0
PR005644,2026-04-29,MANDI004,Sirsa,Cotton,5778.14,7010.46,6394.29736264755,6620.0,225.70263735245044,1
PR009123,2026-08-17,MANDI036,KURUKSHETRA,Mustard,5924.0,6597.84,6260.87,,,0
PR005850,2026-02-21,MANDI039,Jalandhar,Wheat,2104.21,2318.64,2211.42,2275.0,63.57999999999993,1
PR005932,2026-04-03,MANDI008,Amritsar,Maize,1782.79,2198.0,,,,0
PR010457,2026-07-23,MANDI056,Amritsar,Sugarcane,3202.0,3423.17,3312.0,,,0
PR005977,2026-01-21,MANDI003,Ludhiana,Sugarcane,,3466.4,3348.612387969572,3500.0,151.38761203042804,1
PR005702,2026-05-07,MANDI021,Ferozepur,Sugarcane,3511.0,3799.19,3655.3,3500.0,-155.30000000000018,0
PR003013,2026-06-18,MANDI028,Fatehabad,Cotton,5652.44,6857.25,6254.84,6620.0,365.15999999999985,1
PR006132,2026-08-31,MANDI034,Bathinda,Rice,2116.0,2423.25,2269.0,2183.0,-86.0,0
PR002415,2026-07-14,MANDI021,Sirsa,Cotton,6223.96,6535.0,6380.0,6620.0,240.0,1
PR010925,2026-01-29,MANDI052,Amritsar,Wheat,2115.67,2225.0,2170.49,2275.0,104.51000000000022,1
PR000219,2026-06-05,MANDI019,Bathinda,Wheat,2215.03,2398.0,2306.0,2275.0,-31.0,0
PR011418,2026-06-21,MANDI005,Moga,Maize,2076.563558398944,2501.81,2289.0,2090.0,-199.0,0
PR010953,2026-02-01,MANDI051,Patiala,Sugarcane,3660.0,4300.33677494762,3980.06,3500.0,-480.05999999999995,0
PR011251,2026-06-01,MANDI043,Amritsar,Mustard,5146.39,5536.03,5341.0,5650.0,309.0,1
PR003796,2026-03-13,MANDI052,Patiala,Mustard,5437.0,6228.47,5833.0,5650.0,-183.0,0
PR009202,2026-08-19,MANDI001,Karnal,Maize,1975.28,2173.82,,2090.0,,0
PR003580,2026-10-07,MANDI043,Fatehabad,Cotton,6049.87,,6661.52,6620.0,-41.52000000000044,0
PR009224,2026-01-30,MANDI026,Ludhiana,Wheat,2122.34,2476.0436361356424,2299.1931612785925,2275.0,-24.19316127859247,0
PR000273,2026-06-17,MANDI057,Ferozepur,Sugarcane,3329.848979718373,3968.31,3649.0,,,0
PR011129,2026-01-22,MANDI021,Ferozepur,Mustard,5625.16,6656.54,6140.85,,,0
PR010377,2026-02-25,MANDI025,Ferozepur,Cotton,6334.0,7524.588865869193,6929.0,6620.0,-309.0,0
PR004819,2026-07-15,MANDI036,Patiala,Rice,2270.56,2583.8,2427.18,2183.0,-244.17999999999984,0
PR008756,2026-10-06,MANDI029,Sirsa,Maize,1892.09,2087.0,1989.42,2090.0,100.57999999999993,1
PR002350,2026-04-11,MANDI019,Patiala,Mustard,5057.0,5549.21,,5650.0,,0
PR010612,2026-08-19,MANDI044,Ferozepur,Cotton,5700.0,6111.8,5905.69,,,0
PR009046,2026-05-24,MANDI011,Karnal,Sugarcane,3486.97,4138.0,3812.25,3500.0,-312.25,0
PR008807,2026-01-25,MANDI032,Sirsa,Mustard,5016.58,5753.0,,5650.0,,0
PR006534,2026-04-16,MANDI026,Hisar,Sugarcane,2984.97,,3126.0,3500.0,374.0,1
PR001462,2026-06-26,MANDI035,Karnal,Mustard,4984.23,5864.0,5424.0,5650.0,226.0,1
PR011871,2026-08-12,MANDI021,Ferozepur,Wheat,2183.22,2569.187768162876,2376.21,2275.0,-101.21000000000004,0
PR002999,2026-04-16,MANDI019,Moga,Sugarcane,3296.05,3989.92,3642.98,,,0
PR003491,2026-04-08,MANDI005,Amritsar,Maize,1935.17,2137.2132196953107,2036.19,2090.0,53.809999999999945,1
PR004151,2026-04-07,MANDI021,Jalandhar,Sugarcane,3261.0,3593.58,3427.51,3500.0,72.48999999999978,1
PR011282,2026-07-19,MANDI029,Patiala,Rice,2050.0,2535.812306633646,2292.77,,,0
PR010628,2026-03-01,MANDI057,Karnal,Sugarcane,3109.29,3654.0,3381.53,3500.0,118.4699999999998,1
PR002362,2026-08-21,MANDI001,Ludhiana,Sugarcane,3457.0,4042.95,3749.96,3500.0,-249.96000000000004,0
PR007091,2026-07-17,MANDI030,Patiala,Mustard,5210.067678661628,5720.583785478627,5465.33,5650.0,184.67000000000007,1
PR001353,2026-08-23,MANDI051,Karnal,Rice,2284.31,2518.658344174839,2401.48,,,0
PR007434,2026-04-14,MANDI024,Kurukshetra,Cotton,5963.79,7443.32,6703.56,6620.0,-83.5600000000004,0
PR001228,2026-06-29,MANDI013,Moga,Sugarcane,3382.69,3922.24,3652.46,3500.0,-152.46000000000004,0
PR011776,2026-07-20,MANDI034,Ludhiana,Mustard,5442.0,6100.05,5770.8,5650.0,-120.80000000000018,0
PR006669,2026-01-24,MANDI007,Moga,Maize,2194.22,2367.39,2280.81,2090.0,-190.80999999999995,0
PR009345,2026-03-11,MANDI025,Amritsar,Wheat,2331.0,2658.87,,2275.0,,0
PR010123,2026-05-20,MANDI050,Kurukshetra,Sugarcane,3343.64,3589.49,3466.57,,,0
PR011493,2026-05-17,MANDI049,Hisar,Rice,1987.0,2462.17,2224.59,2183.0,-41.590000000000146,0
PR010512,2026-05-11,MANDI021,Ferozepur,Wheat,2011.0,2272.0,2141.3765963552223,2275.0,133.62340364477768,1
PR006761,2026-04-09,,,Rice,2192.0,2657.46,2424.5,2183.0,-241.5,0
PR003009,2026-03-03,MANDI018,Ludhiana,Mustard,5688.04,6028.94,5858.49,5650.0,-208.48999999999978,0
PR002012,2026-07-23,MANDI015,Moga,Maize,1993.24,2411.0,2202.0,2090.0,-112.0,0
PR002257,2026-01-23,MANDI016,Ferozepur,Rice,2107.67,2600.1790601061357,2354.0,2183.0,-171.0,0
PR002068,2026-02-06,MANDI054,Hisar,Cotton,6708.69,8373.17,7540.93,6620.0,-920.9300000000003,0
PR002719,2026-02-25,MANDI047,Sirsa,Rice,2156.07,2502.0,2329.24,2183.0,-146.23999999999978,0
PR003813,2026-08-23,MANDI026,Ambala,Cotton,6426.0,7071.77,6748.93,6620.0,-128.9300000000003,0
PR007177,2026-07-20,MANDI015,Bathinda,Cotton,6019.71,6622.56,6321.0,6620.0,299.0,1
PR004052,2026-09-07,MANDI018,Ambala,Cotton,6761.35,7362.0,7061.718461546968,6620.0,-441.7184615469678,0
PR004550,2026-08-21,MANDI015,Bathinda,Wheat,1976.7,2293.0,2134.81,2275.0,140.19000000000005,1
PR003342,2026-05-25,MANDI040,Fatehabad,Wheat,1945.0,2110.13,2028.0,2275.0,247.0,1
PR006683,2026-07-23,MANDI011,Ferozepur,Wheat,2086.0,2266.11,2176.22,2275.0,98.7800000000002,1
PR007751,2026-02-02,MANDI039,Patiala,Maize,2093.602013796056,2234.0,2163.64,2090.0,-73.63999999999987,0
PR002668,2026-02-06,MANDI031,Ferozepur,Cotton,6611.03,8128.49,7370.0,6620.0,-750.0,0
PR005163,2026-08-21,MANDI017,Bathinda,Maize,2110.0,2587.2,2349.0,,,0
PR009998,2026-04-03,MANDI033,Jalandhar,Wheat,1936.58,2085.0,2011.000270364541,2275.0,263.99972963545906,1
PR011896,2026-05-24,MANDI019,,Maize,1861.8,2081.77,1971.78,2090.0,118.22000000000003,1
PR005185,2026-04-28,MANDI021,Moga,Maize,1847.0,2077.67,1962.47,,,0
PR011833,2026-06-03,MANDI022,Fatehabad,Wheat,2036.89,2467.1695393225323,2252.03,2275.0,22.9699999999998,1
PR004707,2026-06-23,MANDI011,Hisar,Maize,1992.5020034179686,2200.8772961169075,2096.69,2090.0,-6.690000000000055,0
PR003815,2026-01-12,MANDI035,Hisar,Cotton,5645.47,6812.47,6228.97,6620.0,391.02999999999975,1
PR003947,2026-03-21,MANDI001,ludhiana,Wheat,2057.0,2203.05,2129.95,2275.0,145.05000000000018,1
PR008236,2026-04-01,MANDI012,Bathinda,Sugarcane,3208.83,3969.75,3589.0,3500.0,-89.0,0
PR004086,2026-01-07,MANDI010,Jalandhar,Sugarcane,3068.65,3604.4,3336.52,3500.0,163.48000000000002,1
PR010813,2026-04-18,MANDI004,Amritsar,Sugarcane,3110.89,3877.01,3493.95,3500.0,6.050000000000182,1
PR001144,2026-05-21,MANDI043,Ambala,Wheat,2341.33,2852.990327290619,2597.0,2275.0,-322.0,0
PR011963,2026-07-15,MANDI030,Sirsa,Cotton,5947.81,6507.09,6227.45,6620.0,392.5500000000002,1
PR007154,2026-07-10,MANDI052,Kurukshetra,Cotton,6433.0,7136.32,6785.0,6620.0,-165.0,0
PR008102,2026-03-19,MANDI015,,Maize,1966.78,2157.31,2062.05,2090.0,27.949999999999818,1
PR004194,2026-10-05,MANDI034,Bathinda,Mustard,5133.6,,5308.61,5650.0,341.3900000000003,1
PR004805,2026-09-08,MANDI019,Moga,Wheat,2039.03,2500.25,2270.0,,,0
PR008388,2026-01-18,MANDI037,Karnal,Mustard,5050.87,5945.71,5498.0,,,0
PR000862,2026-05-03,MANDI010,Patiala,Cotton,5713.46,6072.0,5893.0,,,0
PR004426,2026-06-22,MANDI040,Fatehabad,Wheat,2097.66,2566.0,2331.8141129663854,2275.0,-56.81411296638544,0
PR009127,2026-10-03,MANDI030,Ludhiana,Cotton,6034.368433653026,7402.83,6718.6,6620.0,-98.60000000000036,0
PR007211,2026-05-24,MANDI052,Hisar,Rice,2130.0,2649.79,2390.0,2183.0,-207.0,0
PR011451,2026-07-17,MANDI007,Hisar,Cotton,6706.24,7046.0,6876.0,6620.0,-256.0,0
PR010516,2026-03-04,MANDI033,Sirsa,Maize,1853.69,2231.0,2042.58,2090.0,47.42000000000007,1
PR011008,2026-08-28,MANDI037,Bathinda,Sugarcane,3033.1,3686.93,,3500.0,,0
PR004929,2026-07-07,MANDI008,Amritsar,Maize,1790.35,2067.8,1929.0767038201693,2090.0,160.9232961798307,1
PR000349,2026-06-15,MANDI048,Karnal,Maize,,2230.0,2133.41,,,0
PR005634,2026-02-13,MANDI034,Amritsar,Sugarcane,,4414.97,4029.0,3500.0,-529.0,0
PR010113,2026-04-24,MANDI025,Ludhiana,Wheat,2037.66,2344.98,2191.0,2275.0,84.0,1
PR008361,2026-05-10,MANDI033,Kurukshetra,Rice,2026.35,2441.0,2234.0,,,0
PR000495,2026-04-14,MANDI010,Jalandhar,Mustard,5710.0,6897.11,6304.0,5650.0,-654.0,0
PR011855,2026-04-17,MANDI007,Bathinda,Sugarcane,3527.5,4296.59,3912.0,3500.0,-412.0,0
PR005337,2026-04-13,MANDI044,Hisar,Maize,2105.0,2574.0,2339.0,2090.0,-249.0,0
PR008298,2026-03-21,MANDI039,Anand,Cotton,6805.934235897671,,7567.713145003912,6620.0,-947.7131450039124,0
PR007873,2026-08-30,MANDI014,Ludhiana,Cotton,6826.05,7469.5,7148.0,6620.0,-528.0,0
PR011344,2026-01-04,MANDI055,,Wheat,2031.0,2399.0,2215.0,2275.0,60.0,1
PR005737,2026-02-15,MANDI031,Fatehabad,Wheat,2186.37,2359.6447107269505,2273.01,,,0
PR010333,2026-01-21,MANDI052,Ambala,Cotton,,6268.4,5975.0,6620.0,645.0,1
PR005663,2026-06-08,MANDI057,Ambala,Rice,1907.69,2295.0,2102.0,2183.0,81.0,1
PR007568,2026-07-11,MANDI041,Kurukshetra,Cotton,6014.0,7170.0,6592.0,6620.0,28.0,1
PR008049,2026-04-08,MANDI030,Jalandhar,Sugarcane,3309.0,3927.28,3618.0,,,0
PR007549,2026-05-02,MANDI037,Moga,Cotton,6940.86,,7142.16,,,0
PR004520,2026-05-16,MANDI017,Fatehabad,Mustard,5588.38,6142.46,,5650.0,,0
PR003730,2026-01-08,MANDI055,Kurukshetra,Mustard,4877.83,,5463.0,5650.0,187.0,1
PR005396,2026-03-19,MANDI029,Fatehabad,Maize,,2307.02,,,,0
PR001935,2026-08-13,MANDI003,Ludhiana,Cotton,5662.713033284256,6936.19,6299.0,,,0
