trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance_km,vehicle_no,driver_id,is_negative_anomaly,delay_hours,is_delayed_flag
TRP003123,MANDI036,WH-East,2026-02-09 16:37:54,2026-02-10 09:43:54,17.1,806.7,UP-54-CD-4789,DRV288,0,-3.07,0
TRP003449,MANDI036,WH-North,2026-01-11 19:37:20,2026-01-12 08:37:20,13.0,535.7,PB-76-AB-4112,DRV347,0,-0.39,0
TRP008803,MANDI019,WH-East,2026-08-21 12:06:00,2026-08-21 00:00:00,10.3,565.0,PB-86-CD-3282,DRV740,0,-3.82,0
TRP000275,MANDI001,WH-South,2026-08-05 21:15:00,2026-08-06 18:03:00,20.8,1033.1,UP-39-BC-4036,DRV243,0,-5.03,0
TRP008306,MANDI014,WH-West,2026-04-24 11:35:00,2026-04-25 02:17:00,14.7,776.0,DL-51-AB-2351,DRV359,0,-4.7,0
TRP002013,MANDI003,WH-West,2026-01-15 21:24:00,2026-01-16 00:00:00,16.2,667.1,RJ-94-BC-4187,DRV692,0,-0.48,0
TRP009181,MANDI042,Export-Terminal,2026-02-09 07:12:00,2026-09-02 14:30:00,7.3,344.7,HR-98-BC-6408,DRV969,0,-1.32,0
TRP009909,MANDI007,WH-East,2026-01-05 13:56:16,2026-01-05 23:08:16,9.2,482.0,,DRV156,0,-2.85,0
TRP005800,MANDI046,WH-West,2026-04-23 23:13:47,2026-04-24 14:55:47,15.7,787.9977976503201,PB-90-DF-4027,DRV163,0,-4.0,0
TRP002508,MANDI012,WH-East,2026-05-21 18:52:51,2026-05-22 11:10:51,16.3,657.4,DL-40-DF-5978,DRV504,0,-0.13,0
TRP004274,MANDI001,WH-South,2026-05-01 00:25:00,2026-01-05 21:55:00,21.5,932.8973926751061,DL-70-BC-4675,DRV490,0,-1.82,0
TRP008518,MANDI022,WH-Central,2026-06-06 05:55:16,2026-06-07 05:25:16,23.5,1171.5,HR-55-BC-3794,,0,-5.79,0
TRP006068,MANDI001,WH-West,2026-05-04 01:22:05,2026-04-05 00:00:00,21.0,942.0,HR-75-BC-7763,DRV427,0,-2.55,0
TRP005863,MANDI026,WH-West,2026-03-15 14:43:00,2026-03-16 14:01:14,23.30388888888889,1021.99714365308,PB-38-CD-7669,DRV398,0,-2.25,0
TRP001579,MANDI015,WH-East,2026-02-19 13:14:16,2026-02-20 10:32:16,21.3,975.3,PB-21-AB-6242,,0,-3.08,0
TRP005525,MANDI020,WH-East,2026-04-06 00:00:00,2026-06-05 12:50:27,13.0,,,DRV742,0,,0
TRP005378,MANDI057,WH-Central,2026-09-01 00:00:00,2026-01-10 01:13:13,3.4,139.5,HR-81-CD-6239,DRV326,0,-0.09,0
TRP002488,MANDI019,WH-Central,2026-02-25 14:27:36,2026-02-26 02:51:36,12.4,631.3,,DRV383,0,-3.38,0
TRP000468,MANDI021,WH-West,2026-01-02 04:28:00,2026-02-02 03:04:23,22.6,906.9,DL-41-AB-9900,DRV170,0,-0.07,0
TRP004247,MANDI019,WH-North,2026-02-18 22:17:00,2026-02-19 14:17:00,16.0,817.2,PB-66-CD-7513,DRV414,0,-4.43,0
TRP003946,MANDI030,WH-West,2026-05-20 18:25:37,2026-05-20 22:19:37,3.9,231.3,,DRV498,0,-1.88,0
TRP005804,MANDI036,WH-North,2026-06-16 21:50:25,2026-06-17 03:02:25,5.2,293.6,HR-50-CD-3957,,0,-2.14,0
TRP003603,MANDI012,WH-North,2026-04-19 00:00:00,,,507.7,RJ-78-AB-8566,DRV555,0,,0
TRP001834,MANDI032,WH-East,2026-02-24 06:56:26,2026-02-24 16:26:26,9.5,429.5987993281441,HR-71-DF-9652,DRV615,0,-1.24,0
TRP003929,MANDI035,WH-West,2026-05-04 13:37:00,2026-05-05 10:01:00,20.4,931.3,,DRV890,1,-2.88,0
TRP000514,MANDI003,Export-Terminal,2026-07-05 11:22:36,2026-07-05 22:34:36,11.2,488.2,HR-22-BC-7525,DRV775,0,-1.0,0
TRP009904,MANDI001,WH-East,2026-07-09 23:56:37,2026-07-10 20:14:37,20.3,1150.2,DL-75-AB-3611,DRV138,0,-8.46,0
TRP007792,MANDI004,WH-South,2026-01-23 00:00:00,2026-01-23 03:06:00,3.1,177.0,UP-42-CD-5419,DRV197,0,-1.32,0
TRP005398,MANDI025,WH-South,2026-02-06 00:00:00,2026-06-03 02:33:59,3.9,189.5,HR-66-CD-4817,,0,-0.84,0
TRP009535,MANDI057,Export-Terminal,2026-08-02 13:39:50,2026-03-08 00:00:00,14.7,716.8,HR-38-AB-2630,DRV500,0,-3.22,0
TRP000922,MANDI041,WH-South,2026-02-18 11:11:00,2026-02-18 14:53:21,3.7,211.2,PB-71-DF-9688,DRV109,0,-1.58,0
TRP007872,MANDI057,Export-Terminal,2026-10-04 09:09:00,2026-04-10 18:15:38,9.1,480.598656790284,DL-94-CD-7214,DRV575,0,-2.91,0
TRP006837,MANDI053,WH-East,2026-11-05 13:07:00,2026-05-11 15:31:18,2.4,124.3,PB-55-AB-9063,,0,-0.71,0
TRP005839,MANDI055,WH-East,2026-07-02 13:43:00,2026-07-03 01:13:06,11.5,543.6,UP-46-BC-1035,DRV624,0,-2.09,0
TRP009683,MANDI050,Export-Terminal,2026-05-25 21:55:00,2026-05-26 00:00:00,10.0,577.9,PB-13-DF-4438,DRV923,0,-4.45,0
TRP000475,MANDI025,WH-West,2026-03-23 07:30:00,2026-03-23 23:06:44,15.6,805.3,DL-20-BC-6804,DRV805,0,-4.53,0
TRP004302,MANDI026,WH-North,2026-11-03 15:22:00,2026-11-03 00:00:00,3.1,138.0,,DRV218,0,-0.35,0
TRP002037,MANDI055,Export-Terminal,2026-04-27 13:32:42,,,,DL-72-BC-4336,DRV513,0,,0
TRP005200,MANDI027,WH-West,2026-03-09 00:38:24,2026-09-03 09:44:00,9.1,544.9984768013001,,DRV880,0,-4.52,0
TRP004246,MANDI023,WH-North,2026-06-14 01:32:09,2026-06-14 14:44:09,13.2,587.2,UP-83-CD-5334,DRV517,0,-1.48,0
TRP004533,MANDI013,WH-East,2026-05-09 21:03:00,2026-06-09 17:33:00,20.5,972.6,DL-63-AB-3122,DRV453,0,-3.82,0
TRP009530,MANDI027,WH-East,2026-08-21 00:00:00,2026-08-21 05:30:00,5.5,233.7,DL-74-AB-4879,DRV876,0,-0.34,0
TRP008273,MANDI003,WH-Central,2026-07-31 08:08:52,2026-01-08 00:00:00,18.6,994.9972191142999,PB-14-CD-9592,DRV873,1,-6.27,0
TRP000481,MANDI030,Export-Terminal,2026-06-23 08:02:52,2026-06-23 17:32:52,9.5,467.7,RJ-72-BC-9940,DRV342,0,-2.19,0
TRP002302,MANDI029,WH-East,2026-08-30 21:02:04,2026-08-31 16:50:04,19.8,892.1,PB-91-DF-1386,DRV770,0,-2.5,0
TRP004672,MANDI004,WH-North,2026-10-07 08:50:00,2026-07-10 22:02:31,13.2,643.9,RJ-39-CD-6850,DRV798,0,-2.9,0
TRP009383,MANDI048,WH-West,2026-05-05 00:01:08,2026-05-05 02:55:08,2.9,,UP-59-DF-6072,,0,,0
TRP006562,MANDI024,WH-Central,2026-01-21 00:00:00,2026-01-21 17:20:00,17.333333333333332,226.99936556678,RJ-84-CD-1609,DRV915,0,11.66,1
TRP004421,MANDI011,Export-Terminal,2026-05-22 04:22:00,2026-05-22 21:34:00,17.2,733.5,DL-31-AB-8468,DRV870,0,-1.14,0
TRP005051,MANDI023,WH-North,2026-01-01 15:20:39,2026-02-01 10:14:00,18.9,986.6,DL-46-CD-4805,DRV547,0,-5.76,0
TRP006521,MANDI041,WH-South,2026-04-22 20:12:00,2026-04-23 07:30:32,11.3,502.3,PB-16-AB-1613,,0,-1.26,0
TRP003718,MANDI051,WH-South,2026-07-13 06:30:00,2026-07-14 05:00:00,22.5,1322.0,UP-71-AB-7186,DRV762,0,-10.55,0
TRP003129,MANDI042,WH-West,2026-01-14 20:48:08,2026-01-15 06:48:00,9.997777777777777,588.4,DL-22-AB-3545,DRV404,0,-4.71,0
TRP004090,MANDI036,WH-East,2026-08-19 12:55:00,2026-08-19 15:43:00,2.8,148.4,UP-58-BC-2600,DRV793,0,-0.91,0
TRP007457,MANDI002,WH-North,2026-01-19 04:11:00,2026-01-20 01:47:00,21.6,1189.0966766319739,HR-92-BC-2804,DRV972,0,-8.13,0
TRP004814,MANDI034,WH-South,2026-08-06 06:21:11,2026-08-06 19:51:11,13.5,749.8,DL-12-BC-5372,DRV795,0,-5.24,0
TRP004986,MANDI021,Export-Terminal,2026-08-26 06:12:00,2026-08-27 02:54:00,20.7,1045.7970771354119,RJ-40-AB-7293,DRV303,0,-5.44,0
TRP007293,MANDI036,WH-South,2026-08-06 22:56:00,2026-08-07 01:20:19,2.4,118.1,PB-74-CD-8797,DRV835,0,-0.55,0
TRP008110,MANDI055,Export-Terminal,2026-03-26 00:23:00,2026-03-26 18:11:00,17.8,1018.197154273548,PB-11-AB-2036,DRV481,0,-7.65,0
TRP004194,MANDI034,WH-Central,2026-04-21 07:19:54,2026-04-21 13:49:54,6.5,299.0,PB-65-CD-3353,DRV473,0,-0.98,0
TRP004695,MANDI054,WH-East,2026-04-15 19:15:40,2026-04-15 21:39:40,2.4,121.6,DL-49-AB-7297,DRV845,0,-0.64,0
TRP002321,MANDI043,WH-North,2026-02-19 10:33:00,2026-02-20 04:27:00,17.9,805.097749858214,RJ-42-BC-3504,,0,-2.23,0
TRP003313,MANDI003,WH-North,2026-05-11 17:26:00,2026-05-12 15:38:53,22.2,1207.2966257655219,,DRV403,0,-7.98,0
TRP004487,MANDI027,WH-West,2026-02-16 10:15:09,2026-02-16 20:03:00,9.8,402.0,,,0,-0.25,0
TRP000715,MANDI028,WH-South,2026-06-21 08:43:45,2026-06-22 01:01:00,16.3,712.1,RJ-28-CD-3319,DRV329,0,-1.5,0
TRP003280,MANDI023,WH-South,2026-03-03 21:24:00,2026-04-03 01:12:00,3.8,217.7,HR-84-DF-1530,DRV276,0,-1.64,0
TRP008360,MANDI043,WH-South,2026-01-27 10:26:17,2026-01-28 00:00:00,17.0,1007.1,UP-18-DF-7840,,0,-8.18,0
TRP004166,MANDI046,WH-South,2026-04-14 08:16:00,2026-04-14 13:04:39,4.8,210.8,PB-71-CD-8921,,0,-0.47,0
TRP009081,MANDI012,WH-East,2026-01-20 21:45:00,2026-01-21 00:00:00,4.7,,UP-41-AB-2834,,0,,0
TRP007656,MANDI039,WH-North,2026-04-20 07:55:49,2026-04-21 04:13:49,20.3,833.6976699252181,,,0,-0.54,0
TRP005698,MANDI009,WH-East,2026-08-25 00:00:00,2026-08-25 18:32:00,15.4,641.7,UP-92-AB-4102,DRV481,0,-0.64,0
TRP002272,MANDI008,WH-East,2026-01-16 13:40:41,2026-01-17 00:10:41,10.5,617.3,HR-28-BC-9807,DRV198,0,-4.93,0
TRP005198,MANDI040,WH-Central,2026-02-17 00:00:00,2026-02-18 00:20:39,11.2,491.2,HR-13-AB-3420,DRV312,0,-1.08,0
TRP008687,MANDI007,WH-West,2026-06-20 01:55:33,2026-06-20 09:19:00,7.4,298.4,UP-17-BC-1667,DRV700,0,-0.06,0
TRP001021,MANDI036,WH-Central,2026-09-09 07:22:35,2026-09-09 19:16:00,11.9,673.5,DL-37-DF-5648,DRV841,0,-4.94,0
TRP000706,MANDI055,WH-Central,2026-04-07 19:57:37,2026-04-08 17:15:37,21.3,1146.2,PB-36-CD-8134,DRV570,0,-7.36,0
TRP007317,MANDI041,WH-Central,2026-02-12 08:15:52,2026-02-12 12:27:52,4.2,235.1,RJ-71-DF-8544,DRV255,0,-1.68,0
TRP006086,MANDI022,WH-West,2026-01-01 22:52:46,2026-02-01 20:16:00,21.4,1177.9,PB-24-DF-8426,DRV235,0,-8.05,0
TRP008799,MANDI022,WH-North,2026-07-07 21:44:39,2026-08-07 11:14:00,13.5,590.6,,DRV242,0,-1.26,0
TRP007192,MANDI050,WH-East,2026-08-29 15:00:24,2026-08-30 10:30:24,19.5,1037.4,PB-93-CD-9320,DRV306,0,-6.44,0
TRP004845,MANDI009,WH-North,2026-05-23 07:16:25,2026-05-23 11:52:00,4.6,215.6,,,0,-0.79,0
TRP008421,MANDI016,WH-South,2026-09-09 23:31:00,2026-09-10 18:07:00,18.6,933.0,PB-99-AB-2438,DRV884,0,-4.72,0
TRP000909,MANDI011,WH-Central,2026-03-21 15:40:00,2026-03-21 21:52:00,6.2,,,DRV621,0,,0
TRP005732,MANDI039,WH-South,2026-04-20 05:45:00,2026-04-20 21:57:06,16.201666666666668,,HR-36-CD-5236,,0,,0
TRP003039,MANDI032,WH-Central,2026-03-16 15:03:00,2026-03-16 20:27:00,5.4,232.99934879762003,UP-74-AB-5828,DRV766,0,-0.42,0
TRP001517,MANDI053,WH-Central,2026-08-07 22:50:00,2026-09-07 00:00:00,14.3,814.7977227480719,PB-80-BC-2087,DRV162,0,-6.07,0
TRP006917,MANDI021,Export-Terminal,2026-01-04 05:18:00,2026-04-01 20:42:00,15.4,877.9,PB-72-BC-3295,,0,-6.55,0
TRP008286,MANDI028,WH-Central,2026-07-29 03:48:47,2026-07-29 16:42:47,12.9,576.99838736578,RJ-15-CD-4249,DRV530,0,-1.52,0
TRP004396,MANDI041,WH-South,2026-05-31 18:34:00,2026-01-06 09:16:00,14.7,825.6,RJ-19-CD-6938,DRV525,0,-5.94,0
TRP003056,MANDI044,WH-South,2026-04-02 17:38:00,2026-02-05 04:14:00,10.6,518.6,DL-34-CD-4626,DRV809,0,-2.36,0
TRP003542,MANDI041,WH-South,2026-08-01 11:23:03,2026-08-01 20:29:03,9.1,449.5,HR-94-DF-5513,DRV436,0,-2.14,0
TRP000595,MANDI005,Export-Terminal,2026-05-13 15:20:22,2026-05-14 06:44:00,15.4,704.6,,DRV296,0,-2.22,0
TRP007108,MANDI056,WH-Central,2026-03-07 09:19:01,2026-03-07 21:13:00,11.9,646.598192843524,PB-74-AB-6839,DRV683,1,-4.26,0
TRP000441,MANDI048,Export-Terminal,2026-05-17 21:31:38,2026-05-18 14:55:38,17.4,855.7,PB-59-BC-7254,DRV677,0,-3.99,0
TRP006066,MANDI030,WH-South,2026-05-07 06:33:00,2026-07-06 02:57:51,20.4,1064.3,,DRV584,0,-6.21,0
TRP002772,MANDI013,WH-North,2026-07-27 13:06:00,2026-07-28 02:36:00,13.5,729.3,PB-79-BC-6012,DRV598,0,-4.73,0
TRP005083,MANDI054,WH-Central,2026-06-30 21:12:00,2026-07-01 19:06:45,21.9,1032.8971131891062,PB-95-AB-1405,DRV790,0,-3.92,0
TRP005299,MANDI044,WH-West,2026-03-04 05:21:55,2026-04-03 00:00:00,6.5,339.89905002708593,UP-87-CD-3509,DRV908,0,-2.0,0
TRP005146,MANDI013,WH-North,2026-01-21 19:28:00,2026-01-22 14:52:20,19.4,959.0,HR-10-DF-7209,,0,-4.58,0
TRP000011,MANDI049,WH-South,2026-01-31 00:03:00,2026-01-31 15:21:35,15.3,915.7,HR-98-AB-4542,DRV962,0,-7.59,0
TRP009732,MANDI037,Export-Terminal,2026-06-07 20:05:35,2026-06-08 13:23:35,17.3,843.4,DL-30-AB-6906,DRV389,0,-3.78,0
TRP006254,MANDI051,WH-East,2026-01-21 04:25:41,2026-01-21 14:37:00,10.2,558.4,UP-88-AB-2148,DRV455,0,-3.76,0
TRP001852,MANDI009,WH-West,2026-05-28 08:51:00,2026-05-29 04:09:00,19.3,1119.7,RJ-70-DF-8306,DRV653,0,-8.69,0
TRP006856,MANDI036,WH-Central,2026-01-09 11:38:29,2026-01-09 19:38:29,8.0,465.79869815421205,RJ-92-BC-2922,DRV646,0,-3.64,0
TRP000094,MANDI013,WH-East,2026-04-23 10:27:39,2026-04-23 18:33:39,8.1,331.4,UP-98-AB-7313,DRV923,0,-0.18,0
TRP003028,MANDI043,WH-North,2026-03-01 17:57:00,2026-03-02 16:33:49,22.6,986.3,,DRV174,0,-2.06,0
TRP005206,MANDI023,WH-South,2026-07-26 16:42:00,2026-07-26 21:12:00,4.5,199.799441586972,HR-51-CD-1703,DRV701,0,-0.49,0
TRP007507,MANDI050,WH-South,2026-04-21 12:16:46,2026-04-21 21:22:46,9.1,416.7,HR-39-AB-7728,DRV876,0,-1.32,0
TRP004834,MANDI031,WH-Central,2026-05-25 17:17:00,2026-05-25 21:59:00,4.7,274.3,HR-89-AB-5726,DRV920,0,-2.16,0
TRP007584,MANDI015,WH-Central,2026-02-07 13:25:00,2026-02-08 03:37:51,14.2,748.2,RJ-49-CD-2568,DRV501,0,-4.51,0
TRP009207,MANDI029,WH-South,2026-04-22 00:00:00,2026-04-23 09:44:09,17.0,716.597997203324,PB-20-DF-1192,DRV398,0,-0.91,0
TRP002949,MANDI028,WH-Central,2026-02-15 15:37:16,2026-02-15 18:31:00,2.9,148.3,DL-29-DF-1180,DRV960,0,-0.81,0
TRP000293,MANDI057,WH-East,2026-02-03 01:19:05,2026-02-03 16:07:05,14.8,779.49782140663,PB-63-BC-5106,DRV385,0,-4.69,0
TRP000789,MANDI037,WH-West,2026-07-25 13:47:56,2026-07-25 20:05:56,6.3,,DL-72-BC-4571,DRV972,0,,0
TRP006160,MANDI056,WH-South,2026-04-26 00:00:00,2026-04-27 07:51:07,17.6,818.5,UP-70-BC-4915,DRV678,0,-2.86,0
TRP003679,MANDI025,WH-Central,2026-03-25 00:00:00,2026-03-25 18:49:16,12.3,537.1,,DRV860,0,-1.13,0
TRP008104,MANDI023,WH-West,2026-07-17 12:17:00,2026-07-17 16:23:08,4.1,189.9,PB-58-CD-8616,DRV173,0,-0.65,0
TRP006128,MANDI008,WH-West,2026-09-02 23:48:38,2026-09-03 08:12:38,8.4,426.69880743323796,RJ-93-AB-2056,DRV392,1,-2.27,0
TRP005101,MANDI013,WH-East,2026-04-30 13:25:36,2026-05-01 11:31:36,22.1,935.0,,DRV954,0,-1.28,0
TRP004914,MANDI013,WH-North,2026-06-19 17:50:58,2026-06-20 07:32:00,13.7,676.6,DL-62-BC-1581,,0,-3.22,0
TRP006688,MANDI055,WH-North,2026-06-06 02:00:27,2026-06-07 00:54:27,22.9,1107.7,PB-79-BC-1835,DRV909,0,-4.79,0
TRP004801,MANDI026,WH-East,2026-03-17 09:49:00,2026-03-18 04:13:00,18.4,1024.1,DL-72-BC-8109,DRV817,0,-7.2,0
TRP001319,MANDI017,WH-Central,2026-05-21 02:01:47,2026-05-21 18:07:47,16.1,,UP-73-DF-5025,DRV807,0,,0
TRP004163,MANDI018,WH-East,2026-10-02 00:58:00,2026-02-10 19:16:00,18.3,1069.9,UP-11-DF-7512,DRV877,0,-8.45,0
TRP009186,MANDI021,WH-East,2026-06-11 04:59:47,2026-06-11 09:23:47,4.4,195.4,DL-16-BC-4733,DRV134,1,-0.48,0
TRP004950,MANDI056,WH-East,2026-02-02 19:01:20,2026-02-03 04:19:00,9.3,493.3,UP-90-AB-5721,DRV432,0,-3.03,0
TRP005191,MANDI012,Export-Terminal,2026-02-06 00:00:00,2026-06-02 14:19:58,3.1,155.899564281326,PB-52-AB-1978,DRV914,0,-0.8,0
TRP002392,MANDI026,WH-North,2026-01-16 20:22:57,2026-01-17 10:04:57,13.7,589.6,,DRV982,0,-1.04,0
TRP008944,MANDI019,WH-Central,2026-05-07 00:00:00,2026-07-06 02:27:41,19.0,805.0,RJ-45-BC-6984,DRV903,0,-1.12,0
TRP004961,MANDI042,WH-West,2026-05-26 13:49:39,2026-05-27 09:49:00,20.0,915.5,PB-53-AB-8862,DRV667,0,-2.89,0
TRP009864,MANDI016,WH-East,2026-07-21 00:00:00,2026-07-21 09:24:00,9.4,384.6,HR-39-DF-4307,DRV353,0,-0.22,0
TRP008690,MANDI043,WH-East,2026-03-21 14:36:07,2026-03-22 12:00:07,21.4,1213.4,DL-95-CD-1843,,0,-8.94,0
TRP006467,MANDI043,WH-East,2026-05-09 23:55:25,2026-05-10 06:55:00,7.0,337.4,PB-90-DF-5608,,0,-1.43,0
TRP008563,MANDI035,WH-North,2026-12-08 16:18:00,2026-08-12 20:48:26,4.5,209.8,RJ-71-DF-4996,DRV454,0,-0.74,0
TRP009023,MANDI038,WH-South,2026-05-06 07:09:00,2026-05-06 16:57:00,9.8,477.5,PB-86-DF-9649,DRV453,0,-2.14,0
TRP002565,MANDI039,WH-South,2026-11-08 00:43:00,2026-08-11 12:37:00,11.9,669.7,,DRV635,0,-4.84,0
TRP003442,MANDI003,WH-Central,2026-04-08 18:25:00,2026-04-09 14:25:00,20.0,1072.8,HR-60-AB-4691,DRV155,0,-6.82,0
TRP008407,MANDI030,WH-Central,2026-10-08 00:00:00,2026-08-11 12:55:58,18.9,974.3,,DRV522,0,-5.46,0
TRP009701,MANDI011,Export-Terminal,2026-04-14 03:43:00,2026-04-14 10:13:00,6.5,378.8,DL-46-AB-3822,DRV888,1,-2.97,0
TRP009376,MANDI034,WH-North,2026-08-03 09:15:27,2026-08-03 16:39:27,7.4,397.2,UP-98-CD-9430,DRV773,0,-2.53,0
TRP003708,MANDI010,WH-West,2026-04-30 12:40:22,2026-04-30 16:34:00,3.9,179.49949832263002,UP-43-DF-5183,DRV350,0,-0.59,0
TRP005520,MANDI041,Export-Terminal,2026-01-23 18:53:00,2026-01-24 04:41:00,9.8,,,,0,,0
TRP004276,MANDI052,WH-Central,2026-05-13 17:44:27,2026-05-14 08:20:00,14.5925,,,DRV600,0,,0
TRP007260,MANDI028,WH-South,2026-04-19 11:18:00,2026-04-19 17:12:32,5.9,255.29928647224204,DL-89-AB-2908,DRV472,0,-0.48,0
TRP009355,MANDI020,WH-North,2026-04-25 08:44:21,2026-04-26 02:38:21,17.9,1011.6,UP-74-BC-5018,DRV713,0,-7.39,0
TRP006518,MANDI028,WH-North,2026-02-13 22:51:00,2026-02-14 04:21:00,5.5,308.2,RJ-51-BC-9841,DRV793,0,-2.2,0
TRP001808,MANDI026,WH-West,2026-08-14 21:30:48,2026-08-15 00:00:00,19.2,780.4,DL-73-DF-7612,DRV497,0,-0.31,0
TRP006827,MANDI045,WH-West,2026-05-29 10:55:00,2026-05-29 22:49:21,11.9,,UP-17-DF-7788,DRV768,0,,0
TRP006228,MANDI038,WH-East,2026-02-26 13:05:00,2026-02-26 16:35:33,3.5,180.1,RJ-55-BC-6435,DRV149,0,-1.0,0
TRP000838,MANDI054,WH-East,2026-06-19 21:40:24,2026-06-20 05:10:24,7.5,422.6,DL-48-CD-4602,DRV796,0,-3.07,0
TRP006154,MANDI026,WH-South,2026-04-21 22:52:41,2026-04-22 00:00:00,23.7,1387.2,RJ-66-BC-1109,DRV231,0,-10.98,0
TRP002253,MANDI028,WH-Central,2026-07-04 05:53:13,2026-07-04 11:59:00,6.1,280.09921715971404,PB-97-DF-5641,DRV815,0,-0.9,0
TRP000228,MANDI045,Export-Terminal,2026-01-28 09:35:00,2026-01-29 04:35:00,19.0,1068.9,HR-10-AB-5198,DRV150,0,-7.72,0
TRP008088,MANDI020,Export-Terminal,2026-08-24 10:35:46,2026-08-25 06:47:00,20.2,1037.9,UP-55-CD-9261,DRV194,0,-5.75,0
TRP009390,MANDI021,WH-North,2026-02-19 00:00:00,2026-02-20 08:04:51,13.0,642.4,DL-57-DF-5190,DRV746,0,-3.06,0
TRP008598,MANDI026,WH-West,2026-01-03 07:58:29,2026-01-03 17:04:29,9.1,378.3,DL-83-CD-9064,DRV140,0,-0.36,0
TRP005115,MANDI055,WH-West,2026-02-22 00:00:00,2026-02-23 05:06:49,17.6,920.4,,DRV426,0,-5.41,0
TRP006104,MANDI003,WH-South,2026-01-12 16:33:00,2026-01-13 10:09:10,17.6,928.9,UP-84-DF-3545,DRV205,1,-5.62,0
TRP005317,MANDI032,Export-Terminal,2026-02-22 15:43:37,2026-02-22 00:00:00,7.7,460.0,PB-82-AB-4437,DRV963,0,-3.8,0
TRP004072,MANDI023,WH-Central,2026-03-05 23:50:38,2026-03-06 15:50:00,16.0,715.4,DL-17-AB-8338,DRV943,0,-1.88,0
TRP004763,MANDI024,WH-North,2026-08-21 23:10:00,2026-08-22 10:22:00,11.2,649.598184458944,PB-63-BC-1822,DRV294,0,-5.04,0
TRP005364,MANDI044,Export-Terminal,2026-02-09 15:22:38,2026-02-10 05:10:38,13.8,648.1,RJ-16-BC-7077,DRV925,0,-2.4,0
TRP005480,MANDI026,Export-Terminal,2026-08-22 07:50:00,2026-08-22 22:38:29,14.8,800.3,RJ-11-AB-9921,DRV611,1,-5.21,0
TRP000158,MANDI050,WH-South,2026-11-04 00:00:00,2026-04-12 01:52:57,12.8,667.2,PB-30-DF-6042,DRV583,0,-3.88,0
TRP005864,MANDI057,WH-West,2026-04-03 01:15:06,2026-04-03 18:15:06,17.0,746.3,UP-26-BC-3677,DRV985,0,-1.66,0
TRP007081,MANDI005,WH-North,2026-08-21 22:44:00,2026-08-22 09:50:29,11.1,571.598402458024,PB-66-BC-8405,,0,-3.19,0
TRP009148,MANDI010,WH-East,2026-06-26 14:01:23,2026-06-26 18:01:23,4.0,225.9,,DRV352,0,-1.65,0
TRP009342,MANDI041,WH-Central,2026-01-18 05:07:55,2026-01-18 07:55:00,2.8,143.7,DL-61-AB-7201,DRV227,0,-0.79,0
TRP001442,MANDI001,WH-South,2026-06-06 05:21:15,2026-06-06 18:27:00,13.095833333333333,618.198272217548,DL-23-CD-9787,DRV236,0,-2.35,0
TRP004610,MANDI005,WH-West,2026-04-12 17:45:43,2026-04-13 07:09:43,13.4,623.9,UP-98-AB-7955,,0,-2.2,0
TRP008852,MANDI043,WH-Central,2026-08-20 10:42:56,2026-08-21 08:54:00,22.2,1148.7,,DRV905,0,-6.52,0
TRP000701,MANDI027,WH-West,2026-03-01 22:42:00,2026-02-03 06:24:00,7.7,443.5,HR-17-DF-4203,DRV557,0,-3.39,0
TRP004293,MANDI005,WH-West,2026-09-07 04:57:09,2026-09-07 13:45:09,8.8,357.0,UP-56-CD-6685,DRV349,0,-0.13,0
TRP001741,MANDI005,Export-Terminal,2026-01-09 06:43:46,2026-01-09 09:31:00,2.8,,,DRV962,0,,0
TRP008283,MANDI001,WH-West,2026-08-05 15:38:52,2026-05-08 00:00:00,4.5,241.599324761824,UP-78-DF-5237,DRV151,0,-1.54,0
TRP004225,MANDI053,WH-North,2026-08-02 12:40:00,2026-09-02 00:00:00,21.2,999.49720653743,RJ-52-BC-4670,DRV107,0,-3.79,0
TRP008677,MANDI025,WH-North,2026-04-27 19:11:22,2026-04-28 11:29:22,16.3,669.8,RJ-96-CD-2506,DRV818,0,-0.44,0
TRP006351,MANDI011,WH-North,2026-02-22 04:43:00,2026-02-22 10:25:00,5.7,234.3,,,1,-0.16,0
TRP004550,MANDI034,WH-North,2026-01-29 20:08:06,2026-01-30 00:08:06,4.0,184.2,RJ-57-DF-3398,DRV648,0,-0.6,0
TRP004234,MANDI038,WH-North,2026-02-28 00:00:00,2026-02-28 09:24:00,9.4,494.6,DL-30-DF-8598,DRV324,0,-2.96,0
TRP004255,MANDI032,Export-Terminal,2026-07-17 13:45:37,2026-07-18 04:45:37,15.0,733.2,PB-59-DF-1313,DRV823,0,-3.33,0
TRP007827,MANDI054,WH-East,2026-06-23 18:33:51,2026-06-24 07:51:00,13.3,763.3,HR-27-AB-8877,DRV903,0,-5.78,0
TRP004053,MANDI005,WH-North,2026-04-04 13:00:00,2026-04-04 16:06:23,3.1,161.1,RJ-89-AB-7100,DRV589,0,-0.93,0
TRP009236,MANDI027,Export-Terminal,2026-06-09 03:25:56,2026-06-09 21:19:56,17.9,1044.8,DL-73-DF-8662,DRV484,0,-8.22,0
TRP003533,MANDI004,WH-South,2026-05-21 06:28:42,2026-05-21 00:00:00,4.3,245.0,UP-93-CD-5040,DRV918,1,-1.82,0
