arrival_id,date,mandi_id,crop_name,variety,arrival_qtl,unit,farmer_count,is_negative_anomaly
ARR0002203,2026-02-25,MANDI029,Sugarcane,Local,164.22,Qtl,58.0,False
ARR0006085,2026-06-10,MANDI056,Rice,HD-2967,113.79,Qtl,41.0,False
ARR0008070,2026-02-21,MANDI028,Maize,Local,423.2,Qtl,102.0,False
ARR0019998,2026-08-15,MANDI026,Sugarcane,Local,33.14,Qtl,121.0,False
ARR0012785,2026-09-01,MANDI002,Wheat,Hybrid,269.49,Qtl,143.0,False
ARR0015010,2026-07-06,MANDI044,Mustard,Common,462.6,Qtl,149.0,False
ARR0008115,2026-09-05,MANDI014,Sugarcane,HD-2967,343.46,Qtl,66.0,False
ARR0015454,2026-03-07,MANDI034,Sugarcane,Hybrid,254.46,Qtl,71.0,False
ARR0022199,2026-05-24,MANDI001,Rice,Premium,364.4,Qtl,72.0,False
ARR0021412,2026-08-23,MANDI043,Wheat,PBW-343,0.4,Qtl,112.0,False
ARR0011513,2026-06-23,MANDI009,Wheat,Common,466.45,Qtl,139.0,False
ARR0019794,2026-09-06,MANDI030,Rice,Common,166.58,Qtl,44.0,False
ARR0022983,2026-01-11,MANDI040,Cotton,Hybrid,115.37,Qtl,140.0,False
ARR0000485,2026-07-09,MANDI016,Wheat,Local,398.44,Qtl,91.0,False
ARR0023443,2026-05-24,MANDI028,Maize,Local,20.270000000000003,Qtl,23.0,False
ARR0000360,2026-07-30,MANDI037,Sugarcane,HD-2967,0.18,Qtl,7.0,False
ARR0003734,2026-03-10,MANDI049,Sugarcane,Premium,69.55,Qtl,28.0,False
ARR0013130,2026-05-29,MANDI015,Sugarcane,PBW-343,243.96,Qtl,86.0,False
ARR0009929,2026-08-29,MANDI030,Cotton,HD-2967,181.45,Qtl,146.0,False
ARR0016108,2026-02-20,MANDI056,Mustard,Premium,339.04,Qtl,83.0,False
ARR0008493,2026-08-07,MANDI010,Mustard,Premium,0.41,Qtl,47.0,False
ARR0016032,2026-06-21,MANDI003,Wheat,PBW-343,141.61,Qtl,107.0,False
ARR0008269,2026-06-23,MANDI053,Cotton,Hybrid,428.23,Qtl,8.0,False
ARR0002528,2026-07-09,MANDI029,Sugarcane,Premium,164.77,Qtl,23.0,False
ARR0022172,2026-02-21,MANDI018,Rice,Common,431.44,Qtl,28.0,False
ARR0020580,2026-08-29,MANDI037,Wheat,Hybrid,376.47,Qtl,11.0,False
ARR0014703,2026-03-03,MANDI032,Rice,Premium,132.55,Qtl,26.0,False
ARR0024107,2026-01-12,MANDI017,Rice,Premium,139.17,Qtl,102.0,False
ARR0019743,2026-04-03,MANDI008,Mustard,Pusa-1121,170.76,Qtl,20.0,False
ARR0002451,2026-04-01,MANDI041,Maize,Premium,0.13,Qtl,1.0,False
ARR0006523,2026-08-27,MANDI044,Cotton,Local,56.81,Qtl,29.0,False
ARR0022336,2026-05-30,MANDI010,Sugarcane,Common,325.28,Qtl,16.0,False
ARR0019554,2026-01-14,MANDI006,Cotton,Local,225.9,Qtl,119.0,False
ARR0024475,2026-05-09,MANDI055,Mustard,Common,381.92999999999995,Qtl,114.0,False
ARR0022616,2026-05-20,MANDI029,Sugarcane,Premium,374.14,Qtl,106.0,False
ARR0023720,2026-01-31,MANDI029,Sugarcane,Premium,158.08,Qtl,56.0,False
ARR0018885,2026-01-22,MANDI034,Maize,Common,0.4,Qtl,58.0,False
ARR0015395,2026-03-07,MANDI056,Wheat,Common,300.41,Qtl,116.0,False
ARR0015953,2026-03-07,MANDI028,Rice,PBW-343,381.6,Qtl,138.0,False
ARR0003567,2026-05-02,MANDI032,Mustard,Premium,148.03,Qtl,52.0,False
ARR0016489,2026-06-10,MANDI049,Wheat,Hybrid,160.68,Qtl,23.0,False
ARR0006736,2026-01-22,MANDI043,Maize,Premium,410.73,Qtl,72.0,False
ARR0012036,2026-05-15,MANDI013,Mustard,HD-2967,449.97,Qtl,74.0,False
ARR0015758,2026-02-27,MANDI018,Cotton,Pusa-1121,443.12,Qtl,144.0,False
ARR0014134,2026-03-27,MANDI012,Maize,Hybrid,379.19,Qtl,113.0,False
ARR0000767,2026-09-03,MANDI018,Rice,Premium,174.73,Qtl,112.0,False
ARR0014955,2026-08-26,MANDI054,Sugarcane,Premium,0.20800000000000002,Qtl,29.0,True
ARR0000804,2026-02-06,MANDI044,Wheat,Pusa-1121,490.47,Qtl,38.0,False
ARR0008442,2026-03-24,MANDI001,Rice,PBW-343,33.24,Qtl,59.0,False
ARR0000335,2026-09-07,MANDI021,Cotton,Hybrid,444.71,Qtl,45.0,False
ARR0017543,2026-03-31,MANDI027,Cotton,Hybrid,231.74,Qtl,53.0,False
ARR0013830,2026-06-04,MANDI030,Rice,Common,372.01,Qtl,30.0,False
ARR0013853,2026-07-23,MANDI025,Cotton,HD-2967,88.95,Qtl,31.0,False
ARR0009619,2026-02-25,MANDI015,Cotton,Pusa-1121,159.17,Qtl,43.0,False
ARR0013288,2026-08-09,MANDI009,Rice,HD-2967,115.95,Qtl,117.0,False
ARR0003690,2026-08-23,MANDI046,Rice,HD-2967,0.22,Qtl,125.0,False
ARR0017605,2026-01-29,MANDI045,Rice,PBW-343,479.88,Qtl,99.0,False
ARR0024931,2026-06-29,MANDI015,Rice,Common,66.25,Qtl,108.0,False
ARR0001062,2026-02-07,MANDI037,Mustard,Hybrid,0.43,Qtl,8.0,False
ARR0003370,2026-04-27,MANDI015,Sugarcane,Pusa-1121,62.97,Qtl,68.0,False
ARR0014016,2026-06-03,MANDI043,Cotton,HD-2967,0.21,Qtl,11.0,False
ARR0007564,2026-08-31,MANDI013,Maize,PBW-343,340.28,Qtl,5.0,False
ARR_RESCUE_00081,2026-07-11,MANDI010,Rice,HD-2967,435.75,Qtl,105.0,False
ARR0022456,2026-03-31,MANDI039,Cotton,Local,198.7,Qtl,69.0,False
ARR0007034,2026-07-28,MANDI051,Maize,Pusa-1121,277.19,Qtl,134.0,False
ARR0019044,2026-04-01,MANDI022,Mustard,Common,115.13999999999999,Qtl,142.0,False
ARR0001967,2026-07-20,MANDI041,Maize,Local,0.7777,Qtl,128.0,True
ARR0021826,2026-02-06,MANDI009,Cotton,PBW-343,0.43,Qtl,60.0,False
ARR0003214,2026-03-28,MANDI022,Mustard,PBW-343,0.11,Qtl,127.0,False
ARR_RESCUE_00082,2026-03-01,MANDI029,Rice,Premium,135.97,Qtl,138.0,False
ARR0001699,2026-01-18,MANDI040,Maize,Premium,362.9,Qtl,9.0,False
ARR0018719,2026-03-01,MANDI057,Mustard,HD-2967,162.25,Qtl,57.0,False
ARR0023067,2026-08-14,MANDI030,Wheat,Local,333.02,Qtl,68.0,False
ARR0007572,2026-03-17,MANDI032,Wheat,HD-2967,165.61,Qtl,138.0,True
ARR0003255,2026-03-22,MANDI036,Cotton,Pusa-1121,162.68,Qtl,56.0,False
ARR0002924,2026-01-20,MANDI021,Rice,HD-2967,463.91,Qtl,39.0,False
ARR0012907,2026-08-21,MANDI043,Cotton,HD-2967,40.03,Qtl,52.0,False
ARR0010470,2026-06-09,MANDI017,Rice,Hybrid,289.09,Qtl,128.0,False
ARR0008623,2026-03-28,MANDI017,Cotton,Local,203.87,Qtl,63.0,False
ARR0018045,2026-05-29,MANDI024,Wheat,Premium,296.83,Qtl,67.0,False
ARR0000742,2026-07-22,MANDI026,Sugarcane,Premium,273.72,Qtl,60.0,False
ARR0022452,2026-03-11,MANDI006,Wheat,Common,71.17,Qtl,25.0,False
ARR0024793,2026-08-22,MANDI036,Sugarcane,Hybrid,151.63,Qtl,43.0,False
ARR0002054,2026-03-26,MANDI044,Rice,PBW-343,255.29,Qtl,114.0,False
ARR0017714,2026-07-01,MANDI044,Rice,Hybrid,279.34,Qtl,51.0,False
ARR0019418,2026-08-07,MANDI023,Maize,PBW-343,451.91,Qtl,45.0,False
ARR0014702,2026-01-04,MANDI050,Mustard,PBW-343,321.11,Qtl,23.0,False
ARR0021775,2026-01-05,MANDI001,Sugarcane,Common,346.77,Qtl,51.0,False
ARR0005980,2026-05-22,MANDI029,Mustard,Pusa-1121,366.83,Qtl,65.0,False
ARR0002546,2026-11-02,MANDI055,Wheat,Hybrid,458.17,Qtl,144.0,False
ARR0006529,2026-09-02,MANDI026,Mustard,Common,0.25,Qtl,24.0,False
ARR0017535,2026-04-30,MANDI036,Maize,Local,263.03,Qtl,122.0,False
ARR0000102,2026-02-25,MANDI005,Cotton,Local,10.77,Qtl,144.0,False
ARR0018930,2026-03-08,MANDI029,Mustard,Local,201.24,Qtl,97.0,False
ARR0010128,2026-09-08,MANDI006,Mustard,PBW-343,218.5,Qtl,76.0,False
ARR0000134,2026-08-26,MANDI025,Mustard,Premium,366.43,Qtl,122.0,False
ARR0011555,2026-05-31,MANDI002,Cotton,Pusa-1121,42.64,Qtl,47.0,False
ARR0006422,2026-01-07,MANDI001,Mustard,Common,214.64,Qtl,130.0,False
ARR0000223,2026-05-04,MANDI037,Cotton,Hybrid,0.18,Qtl,111.0,False
ARR0001828,2026-06-02,MANDI030,Mustard,Common,124.54,Qtl,44.0,False
ARR0002826,2026-04-08,MANDI052,Sugarcane,HD-2967,129.98,Qtl,137.0,False
ARR0021153,2026-08-03,MANDI021,Rice,HD-2967,249.33,Qtl,90.0,False
ARR0020190,2026-06-08,MANDI008,Sugarcane,Local,0.3,Qtl,87.0,False
ARR0014953,2026-03-17,MANDI050,Rice,Pusa-1121,402.84,Qtl,146.0,False
ARR0001944,2026-09-06,MANDI004,Wheat,Hybrid,227.46,Qtl,112.0,False
ARR0015392,2026-07-17,MANDI004,Maize,Local,0.8869,Qtl,109.0,True
ARR0023809,2026-05-03,MANDI030,Rice,HD-2967,2.6892,Qtl,12.0,True
ARR0024583,2026-07-23,MANDI048,Cotton,Common,157.33,Qtl,80.0,False
ARR0012915,2026-05-17,MANDI040,Rice,Premium,490.36,Qtl,73.0,False
ARR0018458,2026-06-05,MANDI033,Maize,Hybrid,138.41,Qtl,45.0,False
ARR0023451,2026-05-23,MANDI026,Mustard,HD-2967,346.19,Qtl,129.0,False
ARR0006004,2026-07-14,MANDI020,Wheat,Hybrid,496.16,Qtl,10.0,False
ARR0009003,2026-07-25,MANDI002,Wheat,Pusa-1121,208.63,Qtl,74.0,False
ARR0022963,2026-11-01,MANDI053,Rice,Local,447.14,Qtl,70.0,False
ARR0014325,2026-04-02,MANDI056,Wheat,Pusa-1121,308.1,Qtl,110.0,False
ARR0008224,2026-02-05,MANDI002,Rice,HD-2967,345.67,Qtl,111.0,False
ARR0010496,2026-07-14,MANDI002,Sugarcane,Common,0.48,Qtl,148.0,False
ARR0018498,2026-05-08,MANDI023,Rice,PBW-343,90.39,Qtl,100.0,True
ARR0010804,2026-06-30,MANDI013,Mustard,Pusa-1121,287.57,Qtl,122.0,False
ARR0002013,2026-06-26,MANDI030,Rice,Hybrid,117.53,Qtl,135.0,False
ARR0012565,2026-10-01,MANDI032,Mustard,Premium,422.68,Qtl,42.0,False
ARR0005188,2026-01-27,MANDI056,Wheat,Common,147.48,Qtl,147.0,False
ARR0009821,2026-01-28,MANDI013,Mustard,PBW-343,382.26,Qtl,35.0,False
ARR0020852,2026-08-30,MANDI040,Maize,Hybrid,102.86,Qtl,82.0,False
ARR0002448,2026-09-07,MANDI009,Wheat,Premium,206.27,Qtl,73.0,False
ARR0024323,2026-02-22,MANDI017,Maize,Common,435.85,Qtl,10.0,False
ARR0001499,2026-04-21,MANDI003,Cotton,Hybrid,175.88,Qtl,119.0,False
ARR0013089,2026-02-02,MANDI039,Mustard,HD-2967,30.48,Qtl,54.0,False
ARR0013362,2026-02-06,MANDI007,Sugarcane,Common,377.83,Qtl,12.0,False
ARR0012650,2026-09-03,MANDI005,Mustard,Common,196.02,Qtl,69.0,False
ARR0002734,2026-06-12,MANDI002,Maize,HD-2967,197.06,Qtl,115.0,False
ARR0014859,2026-05-21,MANDI039,Wheat,Premium,34.93,Qtl,33.0,False
ARR0009227,2026-06-07,MANDI024,Mustard,Hybrid,389.3,Qtl,136.0,False
ARR0002486,2026-03-09,MANDI030,Wheat,HD-2967,460.84,Qtl,164.0,False
ARR0022273,2026-05-19,MANDI012,Wheat,Premium,458.45,Qtl,163.0,False
ARR0003329,2026-05-18,MANDI056,Mustard,Pusa-1121,451.74,Qtl,158.0,False
ARR0003520,2026-06-24,MANDI051,Mustard,Premium,366.85,Qtl,87.0,False
ARR0000830,2026-03-16,MANDI002,Mustard,HD-2967,202.73,Qtl,137.0,False
ARR0003989,2026-07-05,MANDI014,Maize,Premium,83.18,Qtl,110.0,False
ARR0023880,2026-09-09,MANDI022,Wheat,Pusa-1121,273.23,Qtl,117.0,False
ARR0013692,2026-07-25,MANDI011,Wheat,Premium,309.22,Qtl,42.0,False
ARR0004491,2026-05-14,MANDI052,Rice,Common,481.08,Qtl,116.0,False
ARR0013886,2026-02-05,MANDI033,Cotton,HD-2967,486.75,Qtl,135.0,False
ARR0010322,2026-06-17,MANDI039,Maize,Local,389.56,Qtl,135.0,True
ARR0019190,2026-05-07,MANDI019,Maize,HD-2967,402.62,Qtl,94.0,False
ARR0017380,2026-07-05,MANDI010,Rice,Local,28.29,Qtl,142.0,False
ARR0018241,2026-04-23,MANDI015,Mustard,Hybrid,474.45,Qtl,166.0,False
ARR0018899,2026-05-01,MANDI026,Wheat,Hybrid,238.81,Qtl,85.0,False
ARR0021550,2026-05-20,MANDI012,Maize,PBW-343,51.48,Qtl,103.0,False
ARR0008846,2026-03-27,MANDI044,Maize,HD-2967,121.77,Qtl,99.0,False
ARR0008978,2026-09-02,MANDI020,Sugarcane,Local,0.05,Qtl,122.0,False
ARR0022468,2026-04-03,MANDI008,Maize,Hybrid,345.51,Qtl,61.0,False
ARR0018839,2026-08-13,MANDI035,Sugarcane,PBW-343,457.66,Qtl,146.0,False
ARR0022112,2026-07-16,MANDI045,Mustard,PBW-343,385.25,Qtl,82.0,False
ARR0023821,2026-02-25,MANDI026,Mustard,Common,243.44,Qtl,145.0,False
ARR0014035,2026-05-30,MANDI056,Wheat,HD-2967,362.5400000000001,Qtl,39.0,False
ARR0008142,2026-08-27,MANDI034,Sugarcane,PBW-343,389.89,Qtl,55.0,False
ARR0003430,2026-04-12,MANDI019,Wheat,Hybrid,191.29,Qtl,111.0,False
ARR0009990,2026-05-29,MANDI011,Rice,Common,398.03,Qtl,49.0,False
ARR0015599,2026-08-05,MANDI041,Mustard,HD-2967,481.3,Qtl,168.0,False
ARR0022658,2026-03-15,MANDI039,Cotton,Common,300.96,Qtl,67.0,False
ARR0018022,2026-04-05,MANDI029,Rice,Local,246.82,Qtl,131.0,False
ARR0011525,2026-07-28,MANDI040,Rice,HD-2967,19.07,Qtl,105.0,False
ARR0015679,2026-08-28,MANDI024,Wheat,HD-2967,109.43,Qtl,39.0,False
ARR0022645,2026-04-13,MANDI050,Cotton,HD-2967,364.75,Qtl,32.0,False
ARR0016769,2026-08-11,MANDI053,Rice,Hybrid,138.09,Qtl,64.0,False
ARR0011840,2026-05-25,MANDI054,Rice,Common,41.38,Qtl,42.0,False
ARR0010783,2026-08-03,MANDI018,Sugarcane,Hybrid,240.8,Qtl,88.0,False
ARR0024542,2026-08-09,MANDI007,Maize,Hybrid,236.34,Qtl,46.0,False
ARR0021134,2026-03-05,MANDI011,Rice,Premium,471.84,Qtl,19.0,False
ARR0011252,2026-07-31,MANDI036,Rice,Pusa-1121,0.11,Qtl,1.0,False
ARR0005360,2026-01-25,MANDI052,Cotton,Premium,181.57,Qtl,71.0,False
ARR0017778,2026-04-24,MANDI051,Cotton,PBW-343,325.63,Qtl,34.0,False
ARR0010988,2026-06-22,MANDI006,Maize,Local,15.0,Qtl,137.0,False
ARR0014626,2026-04-25,MANDI011,Rice,Common,463.39,Qtl,13.0,False
ARR0005212,2026-04-10,MANDI015,Wheat,PBW-343,393.2,Qtl,18.0,False
ARR0000354,2026-05-27,MANDI038,Cotton,Common,387.28,Qtl,134.0,False
ARR0012021,2026-05-16,MANDI045,Sugarcane,Premium,415.45000000000005,Qtl,61.0,False
ARR0009961,2026-04-14,MANDI034,Wheat,HD-2967,0.44,Qtl,143.0,False
ARR0006727,2026-03-08,MANDI056,Rice,Common,366.03,Qtl,133.0,False
ARR0014308,2026-08-13,MANDI007,Mustard,HD-2967,151.64,Qtl,137.0,False
ARR0008844,2026-05-24,MANDI042,Sugarcane,Premium,132.63,Qtl,135.0,False
ARR0012138,2026-01-25,MANDI019,Rice,Pusa-1121,11.29,Qtl,92.0,False
ARR0004276,2026-04-05,MANDI023,Wheat,HD-2967,0.36,Qtl,1.0,False
ARR0016220,2026-07-22,MANDI028,Maize,Hybrid,366.14,Qtl,53.0,False
ARR0008268,2026-05-11,MANDI011,Sugarcane,Hybrid,99.77,Qtl,117.0,False
ARR0018981,2026-01-30,MANDI009,Maize,Common,460.47,Qtl,115.0,False
ARR0003572,2026-05-20,MANDI010,Wheat,HD-2967,402.94,Qtl,59.0,True
ARR0013104,2026-07-24,MANDI015,Mustard,Hybrid,241.27,Qtl,86.0,False
ARR0019850,2026-05-10,MANDI015,Mustard,Common,359.13,Qtl,6.0,False
ARR0011321,2026-06-19,MANDI053,Cotton,Premium,367.9,Qtl,41.0,False
ARR0010651,2026-08-27,MANDI001,Wheat,Premium,477.51,Qtl,90.0,False
ARR0015809,2026-08-29,MANDI045,Maize,Hybrid,44.8,Qtl,99.0,True
ARR0015612,2026-05-19,MANDI011,Rice,Local,163.21,Qtl,109.0,False
ARR0011855,2026-04-15,MANDI050,Sugarcane,Common,36.79,Qtl,13.0,False
ARR0024537,2026-03-21,MANDI005,Maize,Pusa-1121,170.81,Qtl,60.0,False
ARR0024137,2026-09-08,MANDI044,Rice,Premium,483.12,Qtl,175.0,False
ARR0010126,2026-05-11,MANDI052,Wheat,Hybrid,217.21,Qtl,125.0,False
ARR0005517,2026-06-08,MANDI001,Maize,Local,172.83999999999997,Qtl,116.0,False
ARR0018922,2026-08-13,MANDI002,Rice,Local,420.67,Qtl,7.0,False
ARR0015302,2026-06-09,MANDI017,Sugarcane,Pusa-1121,374.4,Qtl,132.0,False
ARR0020321,2026-06-30,MANDI037,Mustard,Hybrid,333.82,Qtl,116.0,False
ARR0017505,2026-01-30,MANDI040,Wheat,Hybrid,363.13,Qtl,119.0,False
ARR0001256,2026-03-29,MANDI043,Wheat,PBW-343,222.6,Qtl,70.0,False
ARR0012974,2026-04-04,MANDI053,Wheat,HD-2967,45.6,Qtl,83.0,False
ARR0003959,2026-05-22,MANDI029,Mustard,Hybrid,90.91,Qtl,96.0,False
ARR0022115,2026-03-11,MANDI022,Wheat,PBW-343,483.45,Qtl,172.0,False
ARR0002091,2026-02-22,MANDI054,Rice,Hybrid,13.78,Qtl,146.0,False
ARR0000291,2026-06-13,MANDI003,Rice,Common,65.4,Qtl,117.0,False
ARR0021002,2026-04-02,MANDI017,Wheat,Hybrid,311.76,Qtl,122.0,False
ARR0017363,2026-05-20,MANDI028,Rice,Hybrid,255.56,Qtl,93.0,False
ARR0006326,2026-03-08,MANDI052,Maize,PBW-343,76.07,Qtl,44.0,False
ARR0005115,2026-01-22,MANDI028,Sugarcane,Hybrid,419.88,Qtl,6.0,False
ARR0012375,2026-03-09,MANDI057,Wheat,HD-2967,0.19,Qtl,1.0,False
ARR0017188,2026-04-08,MANDI006,Maize,Premium,109.09,Qtl,103.0,False
ARR0004236,2026-01-05,MANDI052,Rice,Common,218.13,Qtl,106.0,False
ARR0016478,2026-04-18,MANDI047,Rice,Premium,81.54,Qtl,55.0,False
ARR0014330,2026-02-23,MANDI057,Sugarcane,Local,324.16,Qtl,26.0,False
ARR0005326,2026-06-04,MANDI007,Rice,Premium,410.17,Qtl,149.0,False
ARR0017604,2026-01-11,MANDI025,Cotton,Premium,282.59,Qtl,98.0,False
ARR0023589,2026-01-16,MANDI055,Mustard,Premium,220.69,Qtl,124.0,False
ARR0019510,2026-11-07,MANDI013,Wheat,PBW-343,295.52,Qtl,15.0,True
ARR0009001,2026-04-27,MANDI006,Mustard,Common,243.24,Qtl,85.0,False
ARR0012760,2026-04-04,MANDI023,Cotton,Local,390.63,Qtl,124.0,False
ARR0024783,2026-09-06,MANDI018,Wheat,Pusa-1121,320.95,Qtl,111.0,False
ARR0006443,2026-03-12,MANDI041,Wheat,Pusa-1121,0.35,Qtl,55.0,False
ARR0021388,2026-03-17,MANDI031,Wheat,Premium,259.7,Qtl,47.0,False
ARR0014396,2026-07-17,MANDI037,Rice,Local,413.07,Qtl,88.0,False
ARR0019485,2026-03-16,MANDI028,Mustard,Premium,241.22,Qtl,15.0,False
ARR0004703,2026-04-28,MANDI011,Sugarcane,PBW-343,52.69,Qtl,83.0,False
ARR0019840,2026-04-09,MANDI045,Rice,Hybrid,321.29,Qtl,106.0,False
ARR0024100,2026-07-08,MANDI014,Mustard,PBW-343,214.82,Qtl,108.0,False
ARR0022204,2026-03-23,MANDI034,Sugarcane,Local,470.51,Qtl,67.0,False
ARR0015605,2026-07-25,MANDI046,Maize,PBW-343,411.32,Qtl,84.0,False
ARR0005972,2026-01-15,MANDI052,Maize,Local,215.5,Qtl,76.0,False
ARR0005253,2026-01-18,MANDI055,Mustard,HD-2967,170.65,Qtl,74.0,False
ARR0023909,2026-03-30,MANDI042,Rice,HD-2967,132.08,Qtl,91.0,False
ARR0007349,2026-05-07,MANDI043,Sugarcane,Pusa-1121,337.9,Qtl,58.0,False
ARR0022814,2026-04-29,MANDI037,Mustard,Local,262.83,Qtl,42.0,False
ARR0004032,2026-08-31,MANDI038,Rice,PBW-343,426.4100000000001,Qtl,155.0,False
ARR0002376,2026-02-05,MANDI025,Mustard,PBW-343,388.23,Qtl,55.0,False
ARR0013061,2026-03-01,MANDI017,Cotton,Common,145.14,Qtl,92.0,False
ARR0015646,2026-06-14,MANDI012,Cotton,Pusa-1121,0.17,Qtl,1.0,False
ARR0003885,2026-06-25,MANDI023,Wheat,Premium,468.64,Qtl,167.0,False
ARR0017789,2026-07-01,MANDI024,Rice,Premium,88.52000000000001,Qtl,49.0,False
ARR0013057,2026-06-03,MANDI027,Rice,Premium,340.08,Qtl,27.0,False
ARR0019348,2026-09-05,MANDI020,Rice,PBW-343,430.4,Qtl,27.0,False
ARR0018240,2026-05-31,MANDI040,Sugarcane,Local,34.47,Qtl,104.0,False
ARR0011390,2026-02-23,MANDI031,Wheat,Pusa-1121,102.0,Qtl,60.0,True
ARR0015853,2026-07-16,MANDI038,Rice,Local,326.86,Qtl,32.0,False
ARR0019802,2026-02-01,MANDI056,Rice,Pusa-1121,458.23,Qtl,134.0,False
ARR0001406,2026-07-02,MANDI009,Cotton,Premium,229.19,Qtl,27.0,False
ARR0016585,2026-02-06,MANDI041,Mustard,Pusa-1121,188.26,Qtl,115.0,False
ARR0012921,2026-01-06,MANDI045,Rice,HD-2967,204.95,Qtl,37.0,False
ARR_RESCUE_00083,2026-06-24,MANDI020,Mustard,Local,493.76,Qtl,49.0,False
ARR0014574,2026-09-08,MANDI045,Mustard,Pusa-1121,197.03,Qtl,106.0,False
ARR0010342,2026-07-15,MANDI028,Maize,HD-2967,0.49,Qtl,57.0,False
ARR0009685,2026-10-02,MANDI054,Sugarcane,Common,385.78,Qtl,28.0,False
ARR0018281,2026-08-30,MANDI009,Mustard,Local,117.12,Qtl,61.0,False
ARR0018703,2026-08-07,MANDI055,Sugarcane,HD-2967,49.55,Qtl,131.0,False
ARR0001769,2026-02-06,MANDI045,Mustard,PBW-343,316.41,Qtl,119.0,False
ARR0008257,2026-03-02,MANDI008,Maize,Local,0.06,Qtl,62.0,False
ARR0012035,2026-08-06,MANDI055,Maize,HD-2967,0.26,Qtl,9.0,False
ARR0022675,2026-01-04,MANDI023,Maize,Common,400.99,Qtl,53.0,False
ARR0001244,2026-06-03,MANDI012,Cotton,HD-2967,71.86,Qtl,81.0,False
ARR0019407,2026-08-23,MANDI011,Wheat,Pusa-1121,425.81,Qtl,50.0,False
ARR0020752,2026-07-19,MANDI056,Rice,Common,401.7,Qtl,16.0,False
ARR0011030,2026-08-03,MANDI011,Rice,Pusa-1121,389.89,Qtl,94.0,False
ARR0014935,2026-06-28,MANDI041,Wheat,Pusa-1121,444.23,Qtl,85.0,True
ARR0023456,2026-08-29,MANDI022,Maize,Local,221.16,Qtl,12.0,False
ARR0004411,2026-06-14,MANDI020,Mustard,PBW-343,270.33,Qtl,119.0,False
ARR0002256,2026-01-28,MANDI015,Sugarcane,Common,353.28,Qtl,112.0,False
ARR0003770,2026-06-18,MANDI056,Rice,Local,445.88,Qtl,162.0,False
ARR0002807,2026-05-18,MANDI015,Mustard,Premium,406.48,Qtl,142.0,False
ARR_RESCUE_00084,2026-05-18,MANDI029,Cotton,Pusa-1121,73.91,Qtl,57.0,False
ARR0019295,2026-03-02,MANDI045,Cotton,Hybrid,112.16,Qtl,67.0,False
ARR0022037,2026-07-03,MANDI034,Sugarcane,Common,0.39,Qtl,49.0,False
ARR0015400,2026-01-25,MANDI035,Maize,Local,463.76,Qtl,40.0,False
ARR0016329,2026-05-28,MANDI019,Sugarcane,Pusa-1121,444.93,Qtl,156.0,False
ARR0003315,2026-05-06,MANDI009,Maize,Common,221.13,Qtl,119.0,False
ARR0018221,2026-07-16,MANDI033,Mustard,PBW-343,111.05,Qtl,39.0,False
ARR0006317,2026-05-17,MANDI012,Maize,Local,337.08,Qtl,82.0,False
ARR0018423,2026-02-09,MANDI036,Wheat,Premium,482.64,Qtl,120.0,False
ARR0017946,2026-08-09,MANDI031,Sugarcane,Common,486.62,Qtl,113.0,False
ARR0009754,2026-04-18,MANDI054,Wheat,Pusa-1121,450.69,Qtl,10.0,False
ARR0013474,2026-07-30,MANDI056,Mustard,Common,297.24,Qtl,85.0,False
ARR0010227,2026-02-01,MANDI025,Cotton,Common,444.09,Qtl,101.0,False
ARR0008890,2026-03-15,MANDI035,Sugarcane,Hybrid,0.47,Qtl,113.0,False
ARR0008727,2026-09-02,MANDI042,Rice,HD-2967,425.56,Qtl,11.0,False
ARR0023028,2026-03-04,MANDI032,Sugarcane,Local,334.19,Qtl,118.0,False
ARR0009580,2026-08-30,MANDI053,Rice,Hybrid,231.96,Qtl,118.0,False
ARR0014670,2026-05-07,MANDI040,Sugarcane,Premium,192.85,Qtl,115.0,False
ARR0005175,2026-06-14,MANDI055,Rice,Hybrid,327.97,Qtl,28.0,False
ARR0006426,2026-03-27,MANDI012,Rice,Hybrid,132.94,Qtl,142.0,False
ARR0009300,2026-04-22,MANDI050,Cotton,Local,0.36,Qtl,89.0,False
ARR0009774,2026-05-31,MANDI043,Mustard,Hybrid,79.56,Qtl,55.0,False
ARR0012778,2026-06-23,MANDI055,Cotton,Local,165.03,Qtl,57.0,False
ARR0021709,2026-04-26,MANDI009,Wheat,Hybrid,0.12,Qtl,1.0,False
ARR0012728,2026-06-18,MANDI013,Maize,PBW-343,41.99,Qtl,20.0,False
ARR0007248,2026-03-20,MANDI020,Cotton,Pusa-1121,32.67,Qtl,11.0,False
ARR0022417,2026-04-28,MANDI041,Wheat,Pusa-1121,159.47,Qtl,79.0,False
ARR0008871,2026-01-01,MANDI036,Wheat,Pusa-1121,423.1,Qtl,129.0,False
ARR0021218,2026-05-20,MANDI039,Mustard,Pusa-1121,268.79,Qtl,71.0,False
ARR0016737,2026-01-14,MANDI050,Maize,Common,205.69,Qtl,16.0,False
ARR0010131,2026-06-01,MANDI033,Sugarcane,Pusa-1121,403.76,Qtl,12.0,False
ARR0005484,2026-06-27,MANDI027,Maize,Premium,0.38,Qtl,1.0,False
ARR0016636,2026-03-24,MANDI052,Maize,Pusa-1121,0.22,Qtl,7.0,False
ARR0009213,2026-08-20,MANDI053,Rice,Pusa-1121,0.11,Qtl,1.0,False
