sensor_id,timestamp,temperature_c,rainfall_mm,humidity_percent,is_fahrenheit_flag,is_negative_rainfall_anomaly,is_heatwave_flag,is_heavy_rain_flag
SEN046,2026-03-18 12:54:00,16.7,46.6,37.0,False,0,0,1
SEN004,2026-04-06 12:33:09,19.8,33.6,63.0,False,0,0,1
SEN042,2026-05-08 12:37:41,38.61,19.05,71.0,True,0,1,0
SEN005,2026-07-17 16:38:17,27.5,16.9,51.0,False,0,0,0
SEN007,2026-04-02 09:55:29,21.1,37.08,44.0,False,0,0,1
SEN011,2026-07-31 11:43:41,32.0,39.62,62.0,False,0,0,1
SEN049,2026-08-13 16:00:00,26.6,36.58,76.0,False,0,0,1
SEN047,2026-06-11 14:30:54,30.8,0.51,58.0,False,0,0,0
UNKNOWN,2026-07-18 13:53:32,36.2,3.05,95.0,False,0,1,0
SEN015,2026-04-07 23:13:39,27.28,45.8,67.0,True,0,0,1
SEN040,2026-04-19 00:00:00,26.89,25.9,54.0,True,0,0,0
SEN020,2026-01-11 01:28:40,30.61,5.9,51.0,True,1,0,0
SEN019,2026-08-10 04:00:06,33.89,13.5,62.0,True,0,0,0
SEN044,2026-09-07 18:01:52,33.22,31.1,38.0,True,0,0,1
SEN049,2026-09-08 12:29:01,28.4,5.1,66.0,False,1,0,0
SEN043,2026-07-05 02:44:00,24.5,42.4,36.0,False,1,0,1
SEN026,2026-03-09 04:34:33,39.72,40.89,31.0,True,0,1,1
SEN001,2026-03-07 00:00:00,19.3,24.7,77.0,False,0,0,0
SEN018,2026-06-14 11:19:42,22.0,25.91,68.0,False,0,0,0
SEN032,2026-08-05 04:53:27,17.72,35.0,90.0,True,0,0,1
UNKNOWN,2026-06-12 23:09:24,36.39,38.61,57.0,True,0,1,1
SEN001,2026-01-24 05:56:28,34.6,1.52,64.0,False,0,0,0
SEN033,2026-01-17 23:10:06,18.2,16.7,86.0,False,0,0,0
SEN027,2026-04-20 15:27:04,19.39,34.7,95.0,True,0,0,1
SEN025,2026-07-12 18:35:40,36.5,45.7,51.0,False,0,1,1
SEN019,2026-08-10 04:00:06,30.4,7.9,94.0,False,1,0,0
SEN035,2026-02-21 23:04:31,22.6,23.0,62.0,False,0,0,0
UNKNOWN,2026-03-03 13:10:35,15.5,8.13,63.0,False,0,0,0
SEN039,2026-03-05 08:47:59,24.2,,87.0,False,0,0,0
SEN029,2026-01-15 20:45:22,21.8,38.9,74.0,False,0,0,1
SEN016,2026-05-25 15:46:42,32.5,35.7,66.0,False,1,0,1
SEN008,2026-04-02 15:05:14,28.8,16.51,55.0,False,0,0,0
SEN048,2026-01-17 17:09:16,24.4,44.0,57.0,False,1,0,1
SEN044,2026-07-26 19:43:28,16.61,32.0,40.0,True,0,0,1
SEN022,2026-06-08 11:09:21,24.9,7.6,61.0,False,0,0,0
SEN017,2026-02-20 09:47:27,37.5,38.7,69.0,False,0,1,1
SEN039,2026-05-09 11:20:00,24.3,10.8,58.0,False,0,0,0
SEN022,2026-03-28 19:47:21,31.28,37.59,63.0,True,0,0,1
SEN037,2026-08-20 07:17:10,19.61,11.1,62.0,True,0,0,0
SEN009,2026-02-10 02:58:27,17.9,10.41,87.0,False,0,0,0
SEN030,2026-05-25 18:42:30,35.9,49.4,81.0,False,1,1,1
SEN042,2026-04-12 21:56:02,25.2,5.5,82.0,False,0,0,0
SEN031,2026-04-14 06:10:01,15.9,5.0,77.0,False,0,0,0
SEN025,2026-08-25 13:37:45,38.89,3.8,37.0,True,0,1,0
SEN036,2026-01-26 11:52:57,23.3,30.99,87.0,False,0,0,1
SEN011,2026-05-14 22:14:46,25.89,7.0,73.0,True,0,0,0
SEN007,2026-05-17 06:18:44,31.28,48.9,64.0,True,0,0,1
SEN046,2026-03-18 12:54:00,32.4,9.14,61.0,False,0,0,0
SEN009,2026-02-10 02:58:27,29.5,39.3,80.0,False,0,0,1
SEN044,2026-06-20 23:44:41,38.61,18.9,93.0,True,0,1,0
SEN029,2026-08-29 14:13:37,18.2,49.02,54.0,False,0,0,1
SEN034,2026-02-28 01:49:28,28.7,15.5,57.0,False,0,0,0
SEN039,2026-02-20 19:09:36,25.11,1.02,65.0,True,0,0,0
SEN044,2026-07-15 09:25:06,30.5,41.0,61.0,True,0,0,1
SEN012,2026-02-25 12:08:00,29.7,48.2,78.0,False,1,0,1
SEN031,2026-06-03 23:28:00,18.5,6.35,81.0,True,0,0,0
SEN042,2026-04-24 17:33:54,33.6,41.0,62.0,False,0,0,1
SEN030,2026-03-05 12:43:02,26.11,17.8,92.0,True,0,0,0
SEN029,2026-05-15 23:44:09,18.4,23.2,52.0,False,0,0,0
SEN028,2026-03-11 05:36:29,21.8,49.7,67.0,False,0,0,1
SEN019,2026-01-29 21:13:14,22.78,10.7,62.0,True,0,0,0
SEN028,2026-03-11 05:36:29,26.39,7.6,51.0,True,0,0,0
SEN002,2026-07-18 09:31:48,37.7,38.6,56.0,False,0,1,1
SEN027,2026-01-04 05:41:32,18.0,49.3,64.0,True,0,0,1
SEN025,2026-01-20 07:21:33,19.89,19.4,73.0,True,0,0,0
SEN032,2026-02-27 05:55:00,37.7,2.1,50.0,False,1,1,0
SEN050,2026-06-03 22:10:50,18.89,9.7,59.0,True,0,0,0
SEN003,2026-07-24 05:19:33,22.5,43.7,41.0,False,1,0,1
SEN002,2026-08-17 01:10:44,22.5,42.3,59.5,True,1,0,1
SEN006,2026-09-07 12:49:47,17.22,6.8,86.0,True,1,0,0
SEN001,2026-04-07 08:02:57,17.89,45.21,60.0,True,0,0,1
SEN041,2026-01-29 15:52:26,30.61,31.24,42.0,True,0,0,1
SEN047,2026-06-10 20:31:26,18.1,,49.0,False,0,0,0
SEN005,2026-06-29 16:03:21,27.0,,65.0,False,0,0,0
SEN038,2026-05-23 01:22:27,26.7,35.31,43.0,False,0,0,1
SEN009,2026-04-20 06:09:54,16.1,19.81,84.0,False,0,0,0
SEN020,2026-01-11 01:28:40,35.3,23.4,82.0,False,0,1,0
SEN048,2026-01-07 20:05:10,32.6,23.6,66.0,False,0,0,0
SEN020,2026-01-22 09:21:56,28.78,21.2,34.0,True,0,0,0
SEN003,2026-01-01 07:49:23,34.11,39.88,65.0,True,0,0,1
SEN043,2026-05-08 02:41:00,38.5,33.3,62.0,False,0,1,1
SEN019,2026-07-09 12:32:56,36.61,43.18,81.0,True,0,1,1
SEN007,2026-08-31 09:00:07,16.6,40.64,44.0,False,0,0,1
SEN031,2026-03-18 03:19:19,29.7,13.9,63.0,False,0,0,0
SEN010,2026-01-06 05:36:36,32.5,,64.0,False,0,0,0
SEN046,2026-05-07 11:06:21,28.3,24.8,91.0,False,0,0,0
SEN020,2026-01-21 19:48:06,15.72,,63.0,True,0,0,0
SEN046,2026-05-05 04:55:38,16.8,35.0,89.0,False,0,0,1
SEN007,2026-10-01 00:00:00,25.8,7.2,50.0,False,0,0,0
SEN026,2026-03-14 07:00:45,24.9,46.4,38.0,False,0,0,1
SEN040,2026-01-10 02:13:33,35.11,39.3,41.0,True,0,1,1
SEN031,2026-03-16 14:58:44,17.28,44.6,63.0,True,1,0,1
SEN040,2026-01-10 02:13:33,35.6,12.7,69.0,False,0,1,0
SEN048,2026-05-26 14:54:29,22.3,40.3,60.5,False,1,0,1
SEN003,2026-04-14 00:38:30,24.28,12.2,78.0,True,0,0,0
SEN028,2026-08-23 16:28:16,35.1,44.45,48.0,False,0,1,1
SEN030,2026-03-14 12:39:36,36.8,32.77,60.0,False,0,1,1
SEN032,2026-02-27 05:55:00,35.72,34.1,87.0,True,0,1,1
SEN048,2026-06-24 08:11:25,26.4,49.8,73.0,False,0,0,1
SEN040,2026-05-12 12:03:19,36.6,36.9,41.0,False,0,1,1
SEN020,2026-05-15 07:50:27,37.1,25.1,57.0,False,0,1,0
SEN003,2026-02-07 23:42:46,22.0,34.3,77.0,False,0,0,1
SEN034,2026-04-07 02:06:46,23.78,15.3,64.0,True,0,0,0
SEN011,2026-05-04 08:23:15,24.61,37.8,95.0,True,0,0,1
SEN004,2026-04-06 12:33:09,16.4,9.4,43.0,False,0,0,0
SEN019,2026-02-17 20:50:13,27.4,4.2,40.0,False,0,0,0
SEN037,2026-03-26 13:52:37,19.78,48.7,57.0,True,0,0,1
SEN049,2026-08-31 00:46:42,18.39,12.3,86.0,True,0,0,0
SEN022,2026-06-29 17:02:17,19.0,,43.0,True,0,0,0
SEN019,2026-04-21 10:19:00,20.78,8.8,74.0,True,0,0,0
SEN049,2026-02-13 16:25:17,28.28,48.51,61.0,True,0,0,1
SEN036,2026-06-04 01:10:00,30.1,25.8,48.0,False,0,0,0
SEN004,2026-03-02 15:57:41,37.89,48.2,60.0,True,0,1,1
SEN048,2026-03-31 22:44:24,29.78,0.0,62.0,True,0,0,0
SEN018,2026-08-15 19:21:45,26.5,46.6,37.0,False,0,0,1
SEN047,2026-06-10 20:31:26,18.72,29.8,84.0,True,1,0,0
SEN005,2026-08-02 13:03:58,18.4,44.5,61.0,False,0,0,1
SEN011,2026-07-24 09:15:19,26.11,49.1,63.0,True,0,0,1
SEN005,2026-05-05 00:11:41,17.5,,65.0,True,0,0,0
SEN037,2026-07-13 22:37:43,39.4,33.2,62.0,False,0,1,1
SEN048,2026-03-31 22:44:24,21.7,13.9,79.0,False,0,0,0
SEN049,2026-03-26 00:42:30,38.11,40.4,66.0,True,0,1,1
SEN030,2026-07-21 02:03:02,20.72,39.12,80.0,True,0,0,1
SEN036,2026-02-21 00:03:28,38.7,,60.5,False,0,1,0
SEN011,2026-07-05 07:55:48,39.11,26.0,94.0,True,1,1,0
SEN023,2026-08-19 15:51:58,15.6,46.0,75.0,False,1,0,1
SEN030,2026-03-20 23:34:22,38.3,6.9,68.0,False,0,1,0
SEN004,2026-06-01 08:52:47,28.9,15.24,77.0,False,0,0,0
SEN007,2026-08-01 13:01:54,25.5,33.8,62.0,False,0,0,1
SEN046,2026-03-31 07:28:29,34.78,15.5,47.0,True,0,0,0
SEN047,2026-01-30 19:39:48,31.9,40.89,33.0,False,0,0,1
SEN040,2026-04-15 09:56:55,33.5,46.23,59.0,True,0,0,1
SEN001,2026-06-28 06:46:46,31.5,35.05,36.0,False,0,0,1
SEN037,2026-08-06 12:18:03,23.22,12.6,58.0,True,0,0,0
SEN006,2026-08-26 19:50:41,39.3,37.7,61.5,False,0,1,1
SEN010,2026-07-13 11:59:06,32.9,32.1,63.5,False,0,0,1
SEN033,2026-03-31 17:18:18,39.9,8.64,64.0,False,0,1,0
SEN001,2026-08-29 15:29:44,34.61,24.5,81.0,True,0,0,0
SEN003,2026-05-13 02:37:31,38.39,4.32,37.0,True,0,1,0
SEN031,2026-05-25 19:13:45,25.72,28.4,85.0,True,0,0,0
SEN041,2026-03-09 00:40:58,30.0,28.4,71.0,False,1,0,0
SEN034,2026-09-05 23:07:00,37.39,26.8,59.0,True,0,1,0
SEN046,2026-03-31 07:28:29,27.89,48.4,59.0,True,0,0,1
SEN040,2026-04-15 09:56:55,18.5,32.5,44.0,False,0,0,1
SEN029,2026-02-27 19:01:14,37.3,4.0,95.0,False,0,1,0
SEN030,2026-01-27 23:45:28,22.4,6.0,59.0,False,0,0,0
SEN014,2026-08-05 15:14:35,21.4,17.9,47.0,False,1,0,0
SEN012,2026-08-23 02:02:19,38.28,15.8,56.0,True,0,1,0
SEN049,2026-03-04 06:31:16,16.39,43.69,82.0,True,0,0,1
UNKNOWN,2026-03-10 18:22:00,31.3,47.3,74.0,False,0,0,1
SEN001,2026-01-02 19:31:40,25.9,36.3,50.0,False,1,0,1
SEN049,2026-02-26 08:32:46,29.9,49.9,87.0,False,0,0,1
SEN004,2026-02-23 16:38:47,16.7,4.9,39.0,False,0,0,0
SEN033,2026-03-31 17:18:18,35.78,45.2,66.0,True,0,1,1
SEN015,2026-08-11 06:25:36,15.9,41.4,82.0,False,0,0,1
SEN036,2026-06-22 15:31:34,35.11,,36.0,True,0,1,0
SEN034,2026-08-28 16:31:43,16.6,24.13,38.0,False,0,0,0
UNKNOWN,2026-01-31 15:07:20,23.1,45.4,69.0,False,0,0,1
SEN040,2026-03-19 23:39:58,16.39,20.0,61.0,True,0,0,0
SEN038,2026-06-10 21:48:40,31.9,27.3,88.0,False,0,0,0
SEN040,2026-08-08 15:48:41,25.2,45.3,35.0,False,1,0,1
SEN002,2026-08-21 04:04:52,38.9,41.4,78.0,False,0,1,1
SEN022,2026-06-29 17:02:17,34.6,47.9,30.0,False,1,0,1
SEN029,2026-05-25 06:14:40,17.28,22.3,31.0,True,0,0,0
SEN013,2026-01-25 09:46:33,38.61,29.1,62.0,True,0,1,0
SEN018,2026-03-27 00:20:58,25.0,41.1,72.0,False,0,0,1
SEN028,2026-04-07 05:43:10,25.3,21.8,70.0,False,0,0,0
UNKNOWN,2026-06-18 18:55:58,39.5,2.3,46.0,False,0,1,0
SEN042,2026-02-18 01:06:23,39.1,27.0,95.0,False,0,1,0
SEN008,2026-03-16 11:13:29,35.2,27.18,89.0,False,0,1,0
SEN049,2026-03-18 15:50:40,36.9,2.1,48.0,False,0,1,0
SEN034,2026-01-10 10:32:54,15.72,4.32,45.0,True,0,0,0
UNKNOWN,2026-05-13 00:45:23,36.8,37.8,62.0,False,0,1,1
SEN046,2026-04-19 12:37:34,16.0,27.5,67.0,False,0,0,0
SEN031,2026-07-22 20:42:00,34.7,39.3,83.0,False,0,0,1
SEN042,2026-05-17 00:00:00,24.3,27.3,60.0,False,0,0,0
SEN007,2026-08-01 13:01:54,39.22,46.4,75.0,True,1,1,1
SEN049,2026-05-29 01:19:18,20.5,2.4,85.0,True,0,0,0
SEN024,2026-02-12 10:10:47,17.6,10.16,56.0,False,0,0,0
SEN029,2026-08-17 00:00:00,31.28,22.1,49.0,True,0,0,0
SEN003,2026-04-07 04:35:08,37.7,32.9,52.0,False,0,1,1
SEN005,2026-02-17 23:09:41,31.39,0.1,42.0,True,0,0,0
SEN049,2026-04-25 20:31:25,21.0,40.4,87.0,False,0,0,1
SEN009,2026-11-02 03:26:00,23.1,9.8,82.0,False,0,0,0
SEN023,2026-05-03 13:22:20,16.5,46.2,68.0,False,0,0,1
SEN043,2026-05-08 02:41:00,31.4,31.0,57.0,False,1,0,1
SEN022,2026-07-15 21:47:33,34.11,11.7,46.0,True,0,0,0
SEN026,2026-09-07 03:17:54,39.22,33.2,79.0,True,0,1,1
SEN026,2026-03-01 14:06:50,29.28,30.7,56.0,True,0,0,1
SEN033,2026-02-11 04:18:15,37.4,13.1,73.0,False,0,1,0
SEN044,2026-06-13 05:48:27,20.5,21.5,42.0,False,0,0,0
SEN045,2026-06-27 03:42:29,17.0,24.89,88.0,True,0,0,0
SEN028,2026-01-26 21:17:03,15.6,19.4,68.0,False,0,0,0
SEN017,2026-01-27 16:20:58,29.6,48.26,55.0,False,0,0,1
SEN024,2026-05-30 02:27:00,22.3,43.3,93.0,False,0,0,1
SEN026,2026-02-22 09:51:47,19.72,30.3,85.0,True,0,0,1
SEN012,2026-05-21 19:10:15,20.72,44.6,82.0,True,0,0,1
SEN029,2026-02-02 06:25:17,37.7,14.9,64.0,False,1,1,0
SEN042,2026-07-05 05:43:11,30.7,24.9,53.0,False,0,0,0
SEN023,2026-02-13 02:58:09,28.0,24.8,78.0,True,1,0,0
SEN050,2026-04-29 21:15:18,27.78,39.1,63.5,True,1,0,1
SEN018,2026-03-27 00:20:58,33.2,48.2,62.0,False,0,0,1
SEN010,2026-02-27 00:12:27,38.3,42.93,71.0,False,0,1,1
SEN048,2026-04-27 04:23:15,27.5,26.9,61.0,True,0,0,0
SEN027,2026-01-04 20:53:36,25.89,,62.0,True,0,0,0
SEN048,2026-08-26 16:07:45,15.11,15.75,57.0,True,0,0,0
SEN036,2026-08-18 12:26:03,27.4,17.2,53.0,False,1,0,0
SEN013,2026-02-11 07:44:06,16.7,48.8,64.0,False,0,0,1
SEN037,2026-06-06 21:44:04,26.7,4.5,32.0,False,0,0,0
SEN047,2026-07-29 17:41:10,25.4,48.1,74.0,False,0,0,1
SEN008,2026-06-30 11:06:05,27.0,3.2,32.0,False,0,0,0
SEN017,2026-06-12 09:59:08,24.28,25.6,39.0,True,0,0,0
SEN035,2026-01-15 16:03:24,32.8,31.9,62.0,False,0,0,1
UNKNOWN,2026-04-01 14:11:55,18.0,,35.0,True,0,0,0
SEN041,2026-03-18 12:24:06,23.39,39.7,91.0,True,1,0,1
SEN031,2026-07-22 20:42:00,30.22,29.72,65.0,True,0,0,0
SEN013,2026-02-26 08:30:57,30.4,1.02,85.0,False,0,0,0
SEN018,2026-04-26 14:59:32,31.7,16.1,61.0,False,1,0,0
SEN044,2026-08-16 08:44:41,15.61,44.6,44.0,True,0,0,1
SEN049,2026-06-15 03:33:46,36.4,32.4,62.0,False,1,1,1
SEN031,2026-05-18 01:35:43,23.7,12.5,61.0,False,0,0,0
SEN039,2026-03-29 08:58:50,17.9,23.8,35.0,False,0,0,0
SEN037,2026-05-07 21:10:30,22.89,16.1,80.0,True,0,0,0
SEN042,2026-01-31 18:27:41,23.22,30.9,79.0,True,0,0,1
SEN024,2026-06-25 10:17:41,37.6,12.4,46.0,False,0,1,0
SEN017,2026-01-19 21:48:49,18.22,25.8,59.0,True,0,0,0
SEN005,2026-02-28 10:33:07,22.72,47.1,93.0,True,1,0,1
SEN023,2026-01-16 13:37:45,37.9,,75.0,False,0,1,0
SEN009,2026-02-28 06:00:24,21.72,20.07,63.0,True,0,0,0
SEN035,2026-01-24 17:04:00,15.2,27.94,62.0,False,0,0,0
SEN007,2026-04-16 12:42:52,22.0,16.9,95.0,True,0,0,0
SEN010,2026-08-28 10:00:00,39.61,36.7,41.0,True,0,1,1
SEN006,2026-03-11 02:56:52,27.78,4.0,61.5,True,1,0,0
SEN019,2026-04-21 10:19:00,26.0,47.3,94.0,False,0,0,1
SEN032,2026-03-16 02:58:12,15.39,48.6,50.0,True,0,0,1
SEN046,2026-06-03 00:00:00,31.39,20.57,33.0,True,0,0,0
SEN025,2026-04-16 11:10:23,18.28,41.91,43.0,True,0,0,1
SEN038,2026-02-11 01:15:57,35.89,42.93,57.0,True,0,1,1
SEN039,2026-07-08 19:11:17,16.61,30.6,72.0,True,0,0,1
SEN041,2026-04-27 11:17:55,28.8,36.6,66.0,False,1,0,1
SEN007,2026-07-13 15:05:52,24.0,,71.0,False,0,0,0
SEN013,2026-03-26 05:41:54,34.0,22.1,92.0,False,0,0,0
SEN049,2026-03-28 22:15:46,16.11,43.18,53.0,True,0,0,1
SEN037,2026-01-20 14:37:32,37.1,18.03,88.0,False,0,1,0
SEN009,2026-03-31 00:00:00,38.9,29.5,94.0,False,1,1,0
SEN019,2026-02-12 23:49:19,21.5,46.6,41.0,True,0,0,1
SEN025,2026-04-16 11:10:23,15.5,37.6,91.0,True,0,0,1
SEN043,2026-01-04 08:09:42,23.0,28.1,63.0,False,1,0,0
SEN004,2026-05-09 16:01:15,34.22,19.4,40.0,True,1,0,0
SEN027,2026-01-29 03:05:11,36.72,21.84,64.0,True,0,1,0
SEN016,2026-09-07 22:03:00,26.39,45.9,74.0,True,0,0,1
SEN010,2026-09-08 21:14:16,28.28,7.8,31.0,True,1,0,0
SEN007,2026-07-13 15:05:52,21.28,5.7,33.0,True,0,0,0
SEN001,2026-12-08 00:00:00,31.4,43.18,64.0,False,0,0,1
SEN032,2026-01-13 14:49:03,38.39,4.2,34.0,True,0,1,0
SEN013,2026-03-08 13:30:00,39.6,41.7,64.0,False,0,1,1
SEN023,2026-07-18 17:15:27,30.6,1.4,86.0,False,0,0,0
SEN032,2026-04-20 07:00:05,25.8,4.83,61.0,False,0,0,0
UNKNOWN,2026-06-15 13:18:26,38.9,,93.0,False,0,1,0
SEN024,2026-08-12 09:17:50,19.0,4.32,91.0,True,0,0,0
SEN010,2026-07-11 22:16:16,37.0,30.9,40.0,True,0,1,1
SEN011,2026-02-03 14:34:32,30.5,9.9,53.0,False,0,0,0
SEN006,2026-06-01 17:14:15,16.0,38.0,62.0,True,0,0,1
SEN027,2026-05-18 15:53:02,37.28,9.5,64.0,True,0,1,0
SEN002,2026-02-25 18:56:16,32.89,32.7,33.0,True,0,0,1
SEN036,2026-08-18 12:26:03,39.3,29.5,79.0,False,0,1,0
SEN024,2026-02-27 12:14:13,21.2,3.0,64.0,False,0,0,0
SEN020,2026-08-18 11:56:43,16.6,3.7,61.0,False,0,0,0
SEN003,2026-04-07 04:35:08,39.8,18.7,68.0,False,0,1,0
SEN021,2026-05-28 14:17:24,15.39,11.5,41.0,True,0,0,0
SEN028,2026-04-10 21:59:52,37.3,13.7,60.0,False,0,1,0
UNKNOWN,2026-05-12 19:36:04,17.6,6.9,88.0,False,0,0,0
SEN010,2026-07-11 22:16:16,24.4,23.3,72.0,False,0,0,0
SEN009,2026-03-31 00:00:00,26.5,24.4,72.0,True,0,0,0
SEN026,2026-03-28 18:27:04,33.8,30.48,88.0,False,0,0,1
SEN025,2026-02-24 09:07:27,28.61,23.11,65.0,True,0,0,0
SEN006,2026-07-22 17:24:35,31.6,24.89,71.0,False,0,0,0
SEN001,2026-03-05 07:22:44,16.28,36.32,79.0,True,0,0,1
SEN005,2026-01-09 22:53:07,16.89,,35.0,True,0,0,0
SEN013,2026-02-14 11:31:49,39.5,4.32,82.0,False,0,1,0
SEN030,2026-03-05 14:29:31,22.0,0.8,60.0,True,0,0,0
SEN020,2026-03-22 04:16:03,22.78,1.52,63.0,True,0,0,0
SEN045,2026-05-20 21:45:23,20.61,8.7,79.0,True,0,0,0
SEN022,2026-08-22 09:08:24,35.5,10.4,44.0,True,0,1,0
SEN001,2026-02-24 14:14:28,23.89,46.48,51.0,True,0,0,1
SEN013,2026-04-22 16:45:00,24.9,38.61,85.0,False,0,0,1
SEN014,2026-09-01 02:11:14,23.72,42.1,70.0,True,0,0,1
SEN016,2026-06-13 17:07:03,20.78,28.96,66.0,True,0,0,0
SEN011,2026-05-24 08:38:43,21.3,24.0,45.0,False,0,0,0
SEN015,2026-06-03 10:21:35,21.22,17.1,63.0,True,0,0,0
SEN045,2026-05-20 21:45:23,22.72,41.15,87.0,True,0,0,1
SEN014,2026-03-06 12:18:42,32.0,8.64,62.0,True,0,0,0
SEN001,2026-03-05 19:19:05,33.11,34.8,30.0,True,0,0,1
SEN025,2026-02-22 20:05:06,16.8,,93.0,False,0,0,0
SEN045,2026-07-08 18:23:39,36.6,41.6,46.0,False,0,1,1
SEN024,2026-04-26 11:59:09,15.39,47.3,64.0,True,0,0,1
SEN006,2026-01-14 22:45:42,36.78,14.99,95.0,True,0,1,0
SEN034,2026-04-23 11:49:58,38.89,22.7,77.0,True,0,1,0
SEN044,2026-01-23 02:07:08,21.7,15.75,56.0,False,0,0,0
SEN024,2026-03-03 21:28:31,23.0,34.9,77.0,True,0,0,1
SEN023,2026-02-20 03:52:44,35.6,6.4,86.0,False,0,1,0
SEN001,2026-08-13 02:22:02,31.2,46.99,93.0,False,0,0,1
UNKNOWN,2026-03-02 02:08:07,29.6,30.99,37.0,False,0,0,1
SEN030,2026-03-05 14:29:31,31.9,39.5,31.0,False,0,0,1
SEN021,2026-01-17 21:58:00,39.8,45.5,35.0,False,0,1,1
SEN038,2026-07-04 15:56:21,16.1,20.1,64.5,False,0,0,0
UNKNOWN,2026-09-02 08:32:01,32.2,43.1,87.0,False,1,0,1
SEN001,2026-08-13 02:22:02,30.39,39.12,64.0,True,0,0,1
SEN039,2026-01-24 08:19:50,31.1,22.35,61.0,False,0,0,0
SEN020,2026-05-01 06:07:22,37.0,,54.0,False,0,1,0
SEN048,2026-01-12 11:48:43,35.5,10.92,36.0,True,0,1,0
SEN014,2026-05-03 18:41:42,25.89,33.0,36.0,True,0,0,1
SEN022,2026-01-17 04:18:17,39.0,7.87,80.0,False,0,1,0
SEN026,2026-03-28 18:27:04,36.72,32.0,56.0,True,0,1,1
SEN037,2026-05-12 01:45:31,17.22,29.5,95.0,True,0,0,0
SEN018,2026-05-08 11:11:35,38.1,30.5,32.0,False,0,1,1
SEN016,2026-04-16 16:06:47,30.6,30.0,40.0,False,0,0,0
SEN017,2026-08-24 11:18:33,22.8,25.15,55.0,False,0,0,0
SEN045,2026-07-08 18:23:39,25.1,24.2,91.0,False,0,0,0
SEN033,2026-01-28 03:23:48,31.72,12.2,64.0,True,0,0,0
SEN047,2026-03-04 06:01:45,18.72,37.9,62.0,True,0,0,1
SEN014,2026-01-15 00:05:19,17.9,,56.0,False,0,0,0
SEN014,2026-03-02 06:23:02,24.11,21.0,42.0,True,0,0,0
SEN019,2026-08-11 15:03:19,15.3,6.7,52.0,False,0,0,0
SEN018,2026-05-08 11:11:35,22.78,17.02,64.0,True,0,0,0
SEN021,2026-03-17 12:30:00,20.5,49.1,85.0,True,0,0,1
SEN006,2026-06-29 08:26:33,28.39,38.2,61.5,True,1,0,1
SEN024,2026-04-06 08:08:00,38.9,,77.0,False,0,1,0
SEN027,2026-02-23 22:39:49,32.5,22.1,83.0,False,0,0,0
SEN025,2026-04-05 18:37:27,39.2,7.7,46.0,False,0,1,0
SEN033,2026-07-20 21:05:34,18.39,11.7,73.0,True,0,0,0
SEN037,2026-03-06 19:18:20,27.9,46.0,52.0,False,0,0,1
SEN046,2026-01-01 08:02:49,39.8,9.1,57.0,False,0,1,0
SEN045,2026-07-08 18:23:39,17.78,,75.0,True,0,0,0
SEN011,2026-05-17 18:48:50,22.2,22.8,95.0,False,1,0,0
SEN031,2026-05-30 16:24:23,20.2,42.2,91.0,False,0,0,1
UNKNOWN,2026-01-31 15:30:28,23.5,40.2,62.0,False,0,0,1
UNKNOWN,2026-03-21 04:25:35,31.28,38.4,62.0,True,0,0,1
SEN039,2026-07-11 23:40:24,27.7,3.4,94.0,False,0,0,0
SEN019,2026-04-11 01:33:39,27.6,0.9,59.0,False,0,0,0
SEN049,2026-05-07 06:25:29,18.22,25.8,66.0,True,0,0,0
SEN023,2026-02-10 04:23:56,36.0,12.19,74.0,False,0,1,0
SEN013,2026-02-08 21:44:19,16.2,17.02,41.0,False,0,0,0
SEN019,2026-03-23 23:08:57,37.2,25.91,85.0,False,0,1,0
SEN026,2026-01-18 12:51:32,31.5,24.3,84.0,False,0,0,0
SEN019,2026-04-03 00:00:00,31.72,26.2,61.0,True,0,0,0
SEN021,2026-03-12 07:39:08,17.9,26.92,82.0,False,0,0,0
SEN010,2026-04-14 11:06:24,32.22,0.9,33.0,True,0,0,0
UNKNOWN,2026-01-24 05:25:39,17.2,25.9,62.0,False,0,0,0
SEN010,2026-08-27 17:18:57,35.89,36.2,84.0,True,0,1,1
SEN011,2026-05-28 04:07:55,24.4,17.3,74.0,False,1,0,0
SEN009,2026-05-26 20:37:51,34.78,24.64,42.0,True,0,0,0
SEN008,2026-03-04 12:59:44,15.6,46.2,37.0,False,0,0,1
SEN042,2026-06-28 05:50:32,23.3,45.3,77.0,False,0,0,1
SEN023,2026-08-13 09:18:25,19.9,40.2,83.0,False,0,0,1
SEN013,2026-03-17 04:27:27,34.78,13.8,43.0,True,1,0,0
SEN025,2026-06-10 17:55:19,24.39,17.53,67.0,True,0,0,0
SEN043,2026-07-06 18:50:23,24.0,8.5,92.0,True,0,0,0
SEN018,2026-03-03 09:11:45,30.28,37.4,63.0,True,0,0,1
SEN029,2026-03-07 23:01:38,25.28,11.0,78.0,True,0,0,0
SEN047,2026-02-28 02:32:20,26.4,36.3,79.0,False,0,0,1
SEN050,2026-06-21 21:07:53,29.28,30.23,76.0,True,0,0,1
SEN004,2026-07-06 14:54:58,31.28,3.9,46.0,True,0,0,0
SEN049,2026-05-07 06:25:29,29.5,30.9,67.0,False,0,0,1
SEN041,2026-03-26 15:32:32,19.8,10.0,66.0,False,0,0,0
SEN037,2026-02-01 05:35:24,39.3,42.42,92.0,False,0,1,1
